date,riverKey,method,isOperational,dailyEscapement,cumulativeEscapement,flags,notes
2018-06-07,nushagak,sonar,true,47,47,,sonar_sockeye_only
2018-06-08,nushagak,sonar,true,85,132,,sonar_sockeye_only
2018-06-09,nushagak,sonar,true,450,582,,sonar_sockeye_only
2018-06-10,nushagak,sonar,true,424,1006,,sonar_sockeye_only
2018-06-11,nushagak,sonar,true,368,1374,,sonar_sockeye_only
2018-06-12,nushagak,sonar,true,452,1826,,sonar_sockeye_only
2018-06-13,nushagak,sonar,true,1304,3130,,sonar_sockeye_only
2018-06-14,nushagak,sonar,true,1977,5107,,sonar_sockeye_only
2018-06-15,nushagak,sonar,true,3942,9049,,sonar_sockeye_only
2018-06-16,nushagak,sonar,true,1651,10700,,sonar_sockeye_only
2018-06-17,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-17,egegik,tower,true,2280,2280,,eastside_page_42
2018-06-17,kvichak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-17,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-17,nushagak,sonar,true,6117,16817,,sonar_sockeye_only
2018-06-17,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-18,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-18,egegik,tower,true,246,2526,,eastside_page_42
2018-06-18,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-18,kvichak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-18,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-18,nushagak,sonar,true,5819,22636,,sonar_sockeye_only
2018-06-18,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-18,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-18,wood,tower,true,28188,28188,,page_59
2018-06-19,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-19,egegik,tower,true,1596,4122,,eastside_page_42
2018-06-19,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-19,kvichak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-19,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-19,nushagak,sonar,true,11431,34067,,sonar_sockeye_only
2018-06-19,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-19,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-19,wood,tower,true,21672,49860,,page_59
2018-06-20,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-20,egegik,tower,true,1782,5904,,eastside_page_42
2018-06-20,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-20,kvichak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-20,naknek,tower,true,42,42,,eastside_page_42
2018-06-20,nushagak,sonar,true,11885,45952,,sonar_sockeye_only
2018-06-20,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-20,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-20,wood,tower,true,24492,74352,,page_59
2018-06-21,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-21,egegik,tower,true,384,6288,,eastside_page_42
2018-06-21,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-21,kvichak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-21,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-21,nushagak,sonar,true,18526,64478,,sonar_sockeye_only
2018-06-21,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-21,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-21,wood,tower,true,35334,109686,,page_59
2018-06-22,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-22,egegik,tower,true,2736,9024,,eastside_page_42
2018-06-22,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-22,kvichak,tower,true,6,6,,eastside_page_42
2018-06-22,naknek,tower,true,270,336,,eastside_page_42
2018-06-22,nushagak,sonar,true,11744,76222,,sonar_sockeye_only
2018-06-22,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-22,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-22,wood,tower,true,25578,135264,,page_59
2018-06-23,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-23,egegik,tower,true,17622,26646,,eastside_page_42
2018-06-23,igushik,tower,true,2022,2022,,page_59
2018-06-23,kvichak,tower,true,36,42,,eastside_page_42
2018-06-23,naknek,tower,true,1992,2328,,eastside_page_42
2018-06-23,nushagak,sonar,true,6623,82845,,sonar_sockeye_only
2018-06-23,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-23,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-23,wood,tower,true,21288,156552,,page_59
2018-06-24,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-24,egegik,tower,true,59634,86280,,eastside_page_42
2018-06-24,igushik,tower,true,2910,4932,,page_59
2018-06-24,kvichak,tower,true,24,66,,eastside_page_42
2018-06-24,naknek,tower,true,3618,5946,,eastside_page_42
2018-06-24,nushagak,sonar,true,3523,86368,,sonar_sockeye_only
2018-06-24,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-24,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-24,wood,tower,true,15420,171972,,page_59
2018-06-25,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-25,egegik,tower,true,72444,158724,,eastside_page_42
2018-06-25,igushik,tower,true,1734,6666,,page_59
2018-06-25,kvichak,tower,true,24,90,,eastside_page_42
2018-06-25,naknek,tower,true,10728,16674,,eastside_page_42
2018-06-25,nushagak,sonar,true,13385,99753,,sonar_sockeye_only
2018-06-25,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-25,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-25,wood,tower,true,108168,280140,,page_59
2018-06-26,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-26,egegik,tower,true,39246,197970,,eastside_page_42
2018-06-26,igushik,tower,true,1014,7680,,page_59
2018-06-26,kvichak,tower,true,0,90,,eastside_page_42
2018-06-26,naknek,tower,true,17196,33870,,eastside_page_42
2018-06-26,nushagak,sonar,true,15873,115626,,sonar_sockeye_only
2018-06-26,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-26,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-26,wood,tower,true,152382,432522,,page_59
2018-06-27,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-27,egegik,tower,true,32862,230832,,eastside_page_42
2018-06-27,igushik,tower,true,1902,9582,,page_59
2018-06-27,kvichak,tower,true,0,90,,eastside_page_42
2018-06-27,naknek,tower,true,20406,54276,,eastside_page_42
2018-06-27,nushagak,sonar,true,14510,130136,,sonar_sockeye_only
2018-06-27,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-27,ugashik,tower,true,462,462,,eastside_page_42
2018-06-27,wood,tower,true,230508,663030,,page_59
2018-06-28,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_42
2018-06-28,egegik,tower,true,6330,237162,,eastside_page_42
2018-06-28,igushik,tower,true,2640,12222,,page_59
2018-06-28,kvichak,tower,true,162,252,,eastside_page_42
2018-06-28,naknek,tower,true,35682,89958,,eastside_page_42
2018-06-28,nushagak,sonar,true,18735,148871,,sonar_sockeye_only
2018-06-28,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-28,ugashik,tower,true,756,1218,,eastside_page_42
2018-06-28,wood,tower,true,311850,974880,,page_59
2018-06-29,alagnak,tower,true,456,456,,eastside_page_42
2018-06-29,egegik,tower,true,12876,250038,,eastside_page_42
2018-06-29,igushik,tower,true,14370,26592,,page_59
2018-06-29,kvichak,tower,true,1218,1470,,eastside_page_42
2018-06-29,naknek,tower,true,42312,132270,,eastside_page_42
2018-06-29,nushagak,sonar,true,16635,165506,,sonar_sockeye_only
2018-06-29,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-29,ugashik,tower,true,1362,2580,,eastside_page_42
2018-06-29,wood,tower,true,146880,1121760,,page_59
2018-06-30,alagnak,tower,true,192,648,,eastside_page_42
2018-06-30,egegik,tower,true,71646,321684,,eastside_page_42
2018-06-30,igushik,tower,true,25524,52116,,page_59
2018-06-30,kvichak,tower,true,738,2208,,eastside_page_42
2018-06-30,naknek,tower,true,8982,141252,,eastside_page_42
2018-06-30,nushagak,sonar,true,18452,183958,,sonar_sockeye_only
2018-06-30,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-06-30,ugashik,tower,true,486,3066,,eastside_page_42
2018-06-30,wood,tower,true,75660,1197420,,page_59
2018-07-01,alagnak,tower,true,780,1428,,eastside_page_42
2018-07-01,egegik,tower,true,38178,359862,,eastside_page_42
2018-07-01,igushik,tower,true,24522,76638,,page_59
2018-07-01,kvichak,tower,true,1284,3492,,eastside_page_42
2018-07-01,naknek,tower,true,2880,144132,,eastside_page_42
2018-07-01,nushagak,sonar,true,8550,192508,,sonar_sockeye_only
2018-07-01,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-07-01,ugashik,tower,true,5286,8352,,eastside_page_42
2018-07-01,wood,tower,true,110370,1307790,,page_59
2018-07-02,alagnak,tower,true,1506,2934,,eastside_page_42
2018-07-02,egegik,tower,true,32580,392442,,eastside_page_42
2018-07-02,igushik,tower,true,22404,99042,,page_59
2018-07-02,kvichak,tower,true,1944,5436,,eastside_page_42
2018-07-02,naknek,tower,true,270900,415032,,eastside_page_42
2018-07-02,nushagak,sonar,true,70392,262900,,sonar_sockeye_only
2018-07-02,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-07-02,ugashik,tower,true,2988,11340,,eastside_page_42
2018-07-02,wood,tower,true,1130802,2438592,,page_59
2018-07-03,alagnak,tower,true,10092,13026,,eastside_page_42
2018-07-03,egegik,tower,true,45444,437886,,eastside_page_42
2018-07-03,igushik,tower,true,21426,120468,,page_59
2018-07-03,kvichak,tower,true,13848,19284,,eastside_page_42
2018-07-03,naknek,tower,true,75030,490062,,eastside_page_42
2018-07-03,nushagak,sonar,true,120591,383491,,sonar_sockeye_only
2018-07-03,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_59
2018-07-03,ugashik,tower,true,9762,21102,,eastside_page_42
2018-07-03,wood,tower,true,636474,3075066,,page_59
2018-07-04,alagnak,tower,true,51816,64842,,eastside_page_42
2018-07-04,egegik,tower,true,96756,534642,,eastside_page_42
2018-07-04,igushik,tower,true,22086,142554,,page_59
2018-07-04,kvichak,tower,true,73500,92784,,eastside_page_42
2018-07-04,naknek,tower,true,15738,505800,,eastside_page_42
2018-07-04,nushagak,sonar,true,32055,415546,,sonar_sockeye_only
2018-07-04,togiak,tower,true,414,414,,page_59
2018-07-04,ugashik,tower,true,16740,37842,,eastside_page_42
2018-07-04,wood,tower,true,247932,3322998,,page_59
2018-07-05,alagnak,tower,true,10890,75732,,eastside_page_42
2018-07-05,egegik,tower,true,168582,703224,,eastside_page_42
2018-07-05,igushik,tower,true,18438,160992,,page_59
2018-07-05,kvichak,tower,true,75330,168114,,eastside_page_42
2018-07-05,naknek,tower,true,256926,762726,,eastside_page_42
2018-07-05,nushagak,sonar,true,52002,467548,,sonar_sockeye_only
2018-07-05,togiak,tower,true,402,816,,page_59
2018-07-05,ugashik,tower,true,25134,62976,,eastside_page_42
