date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2017-06-12,egegik,15,15,14,67,10843,10,132,0,0,10985,
2017-06-13,egegik,24,24,33,68,10412,3,249,0,0,10664,
2017-06-14,egegik,9,9,9,7,1398,0,12,0,0,1410,
2017-06-15,egegik,15,15,61,103,37757,12,462,0,0,38231,
2017-06-16,egegik,9,9,22,10,7298,3,120,0,0,7421,
2017-06-17,egegik,0,0,0,0,0,0,0,0,0,0,
2017-06-18,egegik,5.5,5.5,169,147,68663,46,709,0,0,69418,
2017-06-19,egegik,5.5,2.5,193,5,39336,6,504,0,0,39846,
2017-06-20,egegik,3.5,8,206,163,89721,47,1196,0,0,90964,
2017-06-21,egegik,6,8,250,134,130842,15,2268,0,0,133125,
2017-06-22,egegik,8,8,309,161,206033,26,4076,0,0,210135,
2017-06-23,egegik,8,8,305,129,161760,26,2416,0,0,164202,
2017-06-24,egegik,5,8,351,143,251388,21,2886,0,0,254295,
2017-06-25,egegik,4,8,357,107,199018,17,2620,0,0,201655,
2017-06-26,egegik,4,8,379,133,183060,43,2648,0,0,185751,
2017-06-27,egegik,0,0,0,0,0,0,0,0,0,0,
2017-06-28,egegik,0,0,0,0,0,0,0,0,0,0,
2017-06-29,egegik,3,3,357,10,151779,10,2593,0,0,154382,
2017-06-30,egegik,8,8,120,25,14846,25,249,0,0,15120,
2017-07-01,egegik,0,0,0,0,0,0,0,0,0,0,
2017-07-02,egegik,5.75,5.75,406,259,988524,18,7126,0,0,995668,
2017-07-03,egegik,11,14.25,664,279,1086749,45,7913,0,0,1094707,
2017-07-04,egegik,11.5,15.5,586,191,970569,35,5913,28,0,976545,
2017-07-05,egegik,21.5,21.5,400,230,599210,43,4357,7,0,603617,
2017-07-06,egegik,24,24,515,255,636642,41,4816,0,0,641499,
2017-07-07,egegik,24,24,511,280,660944,12,4069,0,0,665025,
2017-07-08,egegik,24,24,429,297,606426,15,4186,0,0,610627,
2017-07-09,egegik,24,24,522,292,730486,23,9065,0,0,739574,
2017-07-10,egegik,24,24,310,280,376509,24,3658,0,0,380191,
2017-07-11,egegik,24,24,368,272,423314,46,5220,0,0,428580,
2017-07-12,egegik,15.25,24,217,314,323247,9,2946,0,0,326202,
2017-07-13,egegik,9,22.75,291,403,496133,24,4358,0,0,500515,
2017-07-14,egegik,16,16,511,372,426384,36,4406,0,0,430826,
2017-07-15,egegik,15.75,15.75,498,304,342814,25,4856,0,0,347695,
2017-07-16,egegik,20.5,20.5,412,172,232253,16,4103,0,0,236372,
2017-07-17,egegik,24,24,289,126,228221,15,5642,0,0,233878,
2017-07-18,egegik,24,24,312,236,357686,28,7866,0,0,365580,
2017-07-19,egegik,24,24,333,205,202027,11,4789,0,0,206827,
2017-07-20,egegik,24,24,235,165,104880,11,3118,1,0,108010,
2017-07-21,egegik,24,24,213,97,67961,15,1840,1,0,69817,
2017-07-22,egegik,24,24,153,84,119077,22,3008,0,0,122107,
2017-07-23,egegik,24,24,119,94,126770,6,4516,0,0,131292,
2017-07-24,egegik,24,24,106,88,109499,11,5697,0,0,115207,
2017-07-25,egegik,24,24,73,42,55691,2,4519,0,0,60212,
2017-07-26,egegik,24,24,59,43,44007,1,2026,0,0,46034,
2017-07-27,egegik,24,24,48,22,28278,8,983,1,5,29275,
