date,riverKey,method,isOperational,dailyEscapement,cumulativeEscapement,flags,notes
2017-06-07,nushagak,sonar,true,257,257,,sonar_sockeye_only
2017-06-08,nushagak,sonar,true,417,674,,sonar_sockeye_only
2017-06-09,nushagak,sonar,true,473,1147,,sonar_sockeye_only
2017-06-10,nushagak,sonar,true,616,1763,,sonar_sockeye_only
2017-06-11,nushagak,sonar,true,466,2228,,sonar_sockeye_only
2017-06-12,nushagak,sonar,true,1552,3780,,sonar_sockeye_only
2017-06-13,nushagak,sonar,true,3684,7464,,sonar_sockeye_only
2017-06-14,nushagak,sonar,true,2442,9906,,sonar_sockeye_only
2017-06-15,nushagak,sonar,true,7014,16920,,sonar_sockeye_only
2017-06-16,nushagak,sonar,true,21455,38375,,sonar_sockeye_only
2017-06-17,nushagak,sonar,true,24566,62941,,sonar_sockeye_only
2017-06-18,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-18,egegik,tower,true,18942,18942,,eastside_page_41
2017-06-18,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-18,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-18,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-18,nushagak,sonar,true,50374,113315,,sonar_sockeye_only
2017-06-18,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-18,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-18,wood,tower,true,11790,11790,,page_58
2017-06-19,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-19,egegik,tower,true,25878,44820,,eastside_page_41
2017-06-19,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-19,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-19,naknek,tower,true,2472,2472,,eastside_page_41
2017-06-19,nushagak,sonar,true,50206,163521,,sonar_sockeye_only
2017-06-19,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-19,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-19,wood,tower,true,38460,50250,,page_58
2017-06-20,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-20,egegik,tower,true,48630,93450,,eastside_page_41
2017-06-20,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-20,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-20,naknek,tower,true,1590,4062,,eastside_page_41
2017-06-20,nushagak,sonar,true,46021,209542,,sonar_sockeye_only
2017-06-20,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-20,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-20,wood,tower,true,44592,94842,,page_58
2017-06-21,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-21,egegik,tower,true,27612,121062,,eastside_page_41
2017-06-21,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-21,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-21,naknek,tower,true,2346,6408,,eastside_page_41
2017-06-21,nushagak,sonar,true,76400,285941,,sonar_sockeye_only
2017-06-21,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-21,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-21,wood,tower,true,62934,157776,,page_58
2017-06-22,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-22,egegik,tower,true,11934,132996,,eastside_page_41
2017-06-22,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-22,kvichak,tower,true,162,162,,eastside_page_41
2017-06-22,naknek,tower,true,6048,12456,,eastside_page_41
2017-06-22,nushagak,sonar,true,294242,590183,,sonar_sockeye_only
2017-06-22,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-22,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-22,wood,tower,true,146310,304086,,page_58
2017-06-23,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-23,egegik,tower,true,11532,144528,,eastside_page_41
2017-06-23,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-23,kvichak,tower,true,648,810,,eastside_page_41
2017-06-23,naknek,tower,true,1248,13704,,eastside_page_41
2017-06-23,nushagak,sonar,true,204265,784448,,sonar_sockeye_only
2017-06-23,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-23,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-23,wood,tower,true,202920,507006,,page_58
2017-06-24,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-24,egegik,tower,true,8466,152994,,eastside_page_41
2017-06-24,igushik,tower,true,11904,11904,,page_58
2017-06-24,kvichak,tower,true,306,1116,,eastside_page_41
2017-06-24,naknek,tower,true,1458,15162,,eastside_page_41
2017-06-24,nushagak,sonar,true,74151,858599,,sonar_sockeye_only
2017-06-24,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-24,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-24,wood,tower,true,142830,649836,,page_58
2017-06-25,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-25,egegik,tower,true,13362,166356,,eastside_page_41
2017-06-25,igushik,tower,true,16638,28542,,page_58
2017-06-25,kvichak,tower,true,150,1266,,eastside_page_41
2017-06-25,naknek,tower,true,3264,18426,,eastside_page_41
2017-06-25,nushagak,sonar,true,20709,879308,,sonar_sockeye_only
2017-06-25,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-25,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-25,wood,tower,true,103566,753402,,page_58
2017-06-26,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-26,egegik,tower,true,22830,189186,,eastside_page_41
2017-06-26,igushik,tower,true,20172,48714,,page_58
2017-06-26,kvichak,tower,true,198,1464,,eastside_page_41
2017-06-26,naknek,tower,true,738,19164,,eastside_page_41
2017-06-26,nushagak,sonar,true,12269,891577,,sonar_sockeye_only
2017-06-26,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-26,ugashik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-26,wood,tower,true,33546,786948,,page_58
2017-06-27,alagnak,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard_or_incoherent,eastside_page_41
2017-06-27,egegik,tower,true,6858,196044,,eastside_page_41
2017-06-27,igushik,tower,true,11304,60018,,page_58
2017-06-27,kvichak,tower,true,240,1704,,eastside_page_41
2017-06-27,naknek,tower,true,11118,30282,,eastside_page_41
2017-06-27,nushagak,sonar,true,45748,937326,,sonar_sockeye_only
2017-06-27,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-27,ugashik,tower,true,114,114,,eastside_page_41
2017-06-27,wood,tower,true,136320,923268,,page_58
2017-06-28,alagnak,tower,true,1476,1476,,eastside_page_41
2017-06-28,egegik,tower,true,1584,197628,,eastside_page_41
2017-06-28,igushik,tower,true,12504,72522,,page_58
2017-06-28,kvichak,tower,true,138,1842,,eastside_page_41
2017-06-28,naknek,tower,true,27066,57348,,eastside_page_41
2017-06-28,nushagak,sonar,true,58847,996173,,sonar_sockeye_only
2017-06-28,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-28,ugashik,tower,true,24,138,,eastside_page_41
2017-06-28,wood,tower,true,54054,977322,,page_58
2017-06-29,alagnak,tower,true,1620,3096,,eastside_page_41
2017-06-29,egegik,tower,true,2850,200478,,eastside_page_41
2017-06-29,igushik,tower,true,13386,85908,,page_58
2017-06-29,kvichak,tower,true,702,2544,,eastside_page_41
2017-06-29,naknek,tower,true,5838,63186,,eastside_page_41
2017-06-29,nushagak,sonar,true,50957,1047130,,sonar_sockeye_only
2017-06-29,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-29,ugashik,tower,true,282,420,,eastside_page_41
2017-06-29,wood,tower,true,47424,1024746,,page_58
2017-06-30,alagnak,tower,true,468,3564,,eastside_page_41
2017-06-30,egegik,tower,true,25236,225714,,eastside_page_41
2017-06-30,igushik,tower,true,13656,99564,,page_58
2017-06-30,kvichak,tower,true,3810,6354,,eastside_page_41
2017-06-30,naknek,tower,true,8364,71550,,eastside_page_41
2017-06-30,nushagak,sonar,true,42998,1090128,,sonar_sockeye_only
2017-06-30,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-06-30,ugashik,tower,true,408,828,,eastside_page_41
2017-06-30,wood,tower,true,107844,1132590,,page_58
2017-07-01,alagnak,tower,true,540,4104,,eastside_page_41
2017-07-01,egegik,tower,true,11160,236874,,eastside_page_41
2017-07-01,igushik,tower,true,11250,110814,,page_58
2017-07-01,kvichak,tower,true,2088,8442,,eastside_page_41
2017-07-01,naknek,tower,true,1734,73284,,eastside_page_41
2017-07-01,nushagak,sonar,true,30149,1120276,,sonar_sockeye_only
2017-07-01,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2017-07-01,ugashik,tower,true,348,1176,,eastside_page_41
2017-07-01,wood,tower,true,49908,1182498,,page_58
2017-07-02,alagnak,tower,true,456,4560,,eastside_page_41
2017-07-02,egegik,tower,true,59610,296484,,eastside_page_41
2017-07-02,igushik,tower,true,11586,122400,,page_58
2017-07-02,kvichak,tower,true,42,8484,,eastside_page_41
2017-07-02,naknek,tower,true,16980,90264,,eastside_page_41
2017-07-02,nushagak,sonar,true,14796,1135072,,sonar_sockeye_only
2017-07-02,togiak,tower,true,1068,1068,,page_58
2017-07-02,ugashik,tower,true,420,1596,,eastside_page_41
2017-07-02,wood,tower,true,39576,1222074,,page_58
2017-07-03,alagnak,tower,true,294,4854,,eastside_page_41
2017-07-03,egegik,tower,true,296460,592944,,eastside_page_41
2017-07-03,igushik,tower,true,10194,132594,,page_58
2017-07-03,kvichak,tower,true,162,8646,,eastside_page_41
2017-07-03,naknek,tower,true,473586,563850,,eastside_page_41
2017-07-03,nushagak,sonar,true,21559,1156631,,sonar_sockeye_only
2017-07-03,togiak,tower,true,672,1740,,page_58
2017-07-03,ugashik,tower,true,480,2076,,eastside_page_41
2017-07-03,wood,tower,true,30828,1252902,,page_58
2017-07-04,alagnak,tower,true,134880,139734,,eastside_page_41
2017-07-04,egegik,tower,true,616338,1209282,,eastside_page_41
2017-07-04,igushik,tower,true,12168,144762,,page_58
2017-07-04,kvichak,tower,true,37962,46608,,eastside_page_41
