date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2017-06-01,naknek_kvichak,1,0,1,,
2017-06-01,egegik,8,0,8,,
2017-06-01,ugashik,1,0,1,,
2017-06-01,nushagak,0,0,0,,
2017-06-01,togiak,0,,0,,
2017-06-02,naknek_kvichak,1,0,1,,
2017-06-02,egegik,8,0,8,,
2017-06-02,ugashik,1,0,1,,
2017-06-02,nushagak,0,0,0,,
2017-06-02,togiak,0,,0,,
2017-06-03,naknek_kvichak,1,0,1,,
2017-06-03,egegik,10,1,9,,
2017-06-03,ugashik,2,0,2,,
2017-06-03,nushagak,1,0,1,,
2017-06-03,togiak,0,,0,,
2017-06-04,naknek_kvichak,1,0,1,,
2017-06-04,egegik,10,1,9,,
2017-06-04,ugashik,3,0,3,,
2017-06-04,nushagak,1,0,1,,
2017-06-04,togiak,1,,1,,
2017-06-05,naknek_kvichak,1,0,1,,
2017-06-05,egegik,10,1,9,,
2017-06-05,ugashik,3,0,3,,
2017-06-05,nushagak,1,0,1,,
2017-06-05,togiak,1,,1,,
2017-06-06,naknek_kvichak,1,0,1,,
2017-06-06,egegik,11,1,10,,
2017-06-06,ugashik,3,0,3,,
2017-06-06,nushagak,2,0,2,,
2017-06-06,togiak,1,,1,,
2017-06-07,naknek_kvichak,1,0,1,,
2017-06-07,egegik,11,1,10,,
2017-06-07,ugashik,3,0,3,,
2017-06-07,nushagak,3,0,3,,
2017-06-07,togiak,1,,1,,
2017-06-08,naknek_kvichak,2,0,2,,
2017-06-08,egegik,13,2,11,,
2017-06-08,ugashik,3,0,3,,
2017-06-08,nushagak,4,0,4,,
2017-06-08,togiak,1,,1,,
2017-06-09,naknek_kvichak,2,0,2,,
2017-06-09,egegik,16,2,14,,
2017-06-09,ugashik,3,0,3,,
2017-06-09,nushagak,5,0,5,,
2017-06-09,togiak,1,,1,,
2017-06-10,naknek_kvichak,9,1,8,,
2017-06-10,egegik,35,3,32,,
2017-06-10,ugashik,3,0,3,,
2017-06-10,nushagak,13,0,13,,
2017-06-10,togiak,2,,2,,
2017-06-11,naknek_kvichak,11,1,10,,
2017-06-11,egegik,45,3,42,,
2017-06-11,ugashik,3,0,3,,
2017-06-11,nushagak,15,0,15,,
2017-06-11,togiak,2,,2,,
2017-06-12,naknek_kvichak,11,1,10,,
2017-06-12,egegik,51,4,47,,
2017-06-12,ugashik,5,1,4,,
2017-06-12,nushagak,15,0,15,,
2017-06-12,togiak,2,,2,,
2017-06-13,naknek_kvichak,20,1,19,,
2017-06-13,egegik,81,12,69,,
2017-06-13,ugashik,18,2,16,,
2017-06-13,nushagak,22,0,22,,
2017-06-13,togiak,3,,3,,
2017-06-14,naknek_kvichak,25,1,24,,
2017-06-14,egegik,87,12,75,,
2017-06-14,ugashik,21,3,18,,
2017-06-14,nushagak,26,2,24,,
2017-06-14,togiak,4,,4,,
2017-06-15,naknek_kvichak,35,3,32,,
2017-06-15,egegik,101,15,86,,
