date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2015-06-08,egegik,15,15,9,83,0,0,0,0,83,83,
2015-06-09,egegik,24,24,4,15,418,1,5,0,0,424,
2015-06-10,egegik,9,9,3,3,100,0,0,0,0,100,
2015-06-11,egegik,15,15,7,21,1765,11,0,0,0,1776,
2015-06-12,egegik,9,9,11,5,1174,1,15,0,0,1190,
2015-06-15,egegik,6,15,193,102,22847,12,210,0,0,23069,
2015-06-16,egegik,24,24,179,0,21635,6,113,0,0,21754,
2015-06-17,egegik,17,17,167,0,17659,20,91,0,0,17770,
2015-06-18,egegik,8,8,369,132,43723,49,524,0,0,44296,
2015-06-19,egegik,8,8,448,107,45210,33,458,0,0,45701,
2015-06-20,egegik,0,8,145,0,18755,7,97,0,0,18859,
2015-06-21,egegik,8,8,484,146,46529,50,434,0,0,47013,
2015-06-22,egegik,0,8,155,0,36824,23,157,0,0,37004,
2015-06-23,egegik,5,8,477,159,73353,17,847,0,0,74217,
2015-06-24,egegik,4,8,386,272,45375,29,388,0,0,45792,
2015-06-25,egegik,6,16,317,134,72699,23,569,0,0,73291,
2015-06-26,egegik,12,8,337,176,134858,33,898,0,0,135789,
2015-06-27,egegik,6,8,406,192,192648,38,1075,0,0,193761,
2015-06-28,egegik,10,11.5,648,340,196787,41,1478,0,0,198306,
2015-06-29,egegik,11.5,15,698,289,260907,32,1524,0,0,262463,
2015-06-30,egegik,8,13.5,419,174,262463,21,1286,0,0,263770,
2015-07-01,egegik,9.5,8,368,191,319124,20,1542,0,0,320686,
2015-07-02,egegik,6.5,8,382,199,337678,13,2095,0,0,339786,
2015-07-03,egegik,6.5,8,387,202,384910,17,2105,0,0,387032,
2015-07-04,egegik,11,8,622,187,350073,15,2033,0,0,352121,
2015-07-05,egegik,8,16,539,249,224247,7,1216,0,0,225470,
2015-07-06,egegik,11,16,548,298,304120,12,2041,0,0,306173,
2015-07-07,egegik,16.75,16.75,589,265,278478,6,2770,0,0,281254,
2015-07-08,egegik,15,15,555,264,330162,7,2108,0,0,332277,
2015-07-09,egegik,16.5,16.5,608,272,626797,9,3957,0,0,630763,
2015-07-10,egegik,8,15,542,308,521407,9,4271,0,0,525687,
2015-07-11,egegik,11.5,14,555,346,381669,14,2947,0,0,384630,
2015-07-12,egegik,11,24,446,273,309583,6,2072,0,0,311661,
2015-07-13,egegik,15,24,438,251,349338,6,1727,0,0,351071,
2015-07-14,egegik,15,24,386,163,338445,6,2361,0,0,340812,
2015-07-15,egegik,24,24,336,268,363446,1,4706,0,0,368153,
2015-07-16,egegik,24,24,233,199,272287,1,2995,0,0,275283,
2015-07-17,egegik,24,24,236,218,328908,0,4368,0,0,333276,
2015-07-18,egegik,24,24,229,170,295010,3,2940,0,0,297953,
2015-07-19,egegik,24,24,193,220,501011,3,2190,0,0,503204,
2015-07-20,egegik,24,24,157,95,139435,4,1087,0,0,140526,
2015-07-21,egegik,24,24,153,122,153058,6,2100,0,0,155164,
2015-07-22,egegik,24,24,85,90,80163,1,1006,0,0,81170,
2015-07-23,egegik,24,24,41,40,26575,0,702,0,0,27277,
2015-07-24,egegik,24,24,19,11,16032,0,1240,0,0,17272,
2015-07-25,egegik,24,24,12,6,10545,0,874,0,0,11419,
2015-07-26,egegik,24,24,6,1,4684,0,797,4,0,5485,
