date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2021-06-21,naknek_kvichak,15,15,3,14,199,0,1,0,0,200,
2021-06-22,naknek_kvichak,24,24,3,16,452,6,2,0,0,460,
2021-06-23,naknek_kvichak,24,24,0,5,82,0,1,0,0,83,drift deliveries not reported
2021-06-24,naknek_kvichak,24,24,4,48,4446,33,14,0,0,4493,
2021-06-25,naknek_kvichak,9,9,0,16,2111,0,8,0,0,2119,drift deliveries not reported
2021-06-26,naknek_kvichak,7,7,76,126,49106,27,153,0,0,49286,
2021-06-27,naknek_kvichak,16.5,24,197,327,102835,38,256,0,0,103129,
2021-06-28,naknek_kvichak,16,22.5,125,212,24975,7,58,0,0,25040,
2021-06-29,naknek_kvichak,7,7.5,107,88,53326,7,223,0,0,53556,
2021-06-30,naknek_kvichak,15.5,24,268,204,209868,19,329,0,0,210216,
2021-07-01,naknek_kvichak,15,24,401,383,236875,44,285,0,0,237204,
2021-07-02,naknek_kvichak,14.5,24,372,350,290637,19,388,0,0,291044,
2021-07-03,naknek_kvichak,15,24,370,472,246517,37,278,0,0,246832,
2021-07-04,naknek_kvichak,15,24,534,443,273219,30,489,0,0,273738,
2021-07-05,naknek_kvichak,18,24,435,363,464863,20,471,0,0,465354,
2021-07-06,naknek_kvichak,18,24,415,539,736543,41,677,0,0,737261,
2021-07-07,naknek_kvichak,15,24,457,475,476324,22,484,0,0,476830,
2021-07-08,naknek_kvichak,15.5,24,546,451,474268,38,482,0,0,474788,
2021-07-09,naknek_kvichak,18.5,24,489,378,784683,25,831,0,0,785539,
2021-07-10,naknek_kvichak,18.5,24,476,531,700133,53,859,0,0,701045,
2021-07-11,naknek_kvichak,18.5,24,602,262,523090,24,916,7,0,524037,
2021-07-12,naknek_kvichak,18.5,24,567,401,651569,34,1260,14,0,652877,
2021-07-13,naknek_kvichak,19,24,702,433,808019,71,2415,37,0,810542,
2021-07-14,naknek_kvichak,19,24,600,363,383776,36,1243,0,0,385055,
2021-07-15,naknek_kvichak,19.5,24,595,388,561003,55,1934,0,0,562992,
2021-07-16,naknek_kvichak,19.5,24,523,353,218800,28,1210,6,0,220044,
2021-07-17,naknek_kvichak,19.5,24,508,151,112018,17,928,0,0,112963,
2021-07-18,naknek_kvichak,24,24,345,176,62257,35,1232,0,0,63524,
2021-07-19,naknek_kvichak,24,24,327,101,72916,20,1074,0,0,74010,
2021-07-20,naknek_kvichak,24,24,310,103,262001,13,3793,0,0,265807,
2021-07-21,naknek_kvichak,24,24,326,182,150316,19,2747,0,35,153117,
2021-07-22,naknek_kvichak,24,24,240,137,69581,21,1970,0,67,71639,
2021-07-23,naknek_kvichak,24,24,170,78,49164,21,1173,0,0,50358,
2021-07-24,naknek_kvichak,24,24,103,72,68842,33,1463,3,106,70447,
2021-07-25,naknek_kvichak,24,24,79,109,52722,40,1319,21,84,54186,
2021-07-26,naknek_kvichak,24,24,69,85,31921,26,1366,30,146,33489,
2021-07-27,naknek_kvichak,24,24,34,82,16193,14,532,14,61,16814,
2021-07-28,naknek_kvichak,24,24,33,72,12020,13,766,19,173,12991,
2021-07-29,naknek_kvichak,24,24,17,48,3775,3,376,4,43,4201,
2021-07-30,naknek_kvichak,24,24,13,33,2988,1,90,8,17,3104,

