date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2021-06-24,nushagak,308,60,248,,
2021-06-24,togiak,20,0,20,,
2021-06-25,naknek_kvichak,74,6,68,,
2021-06-25,egegik,383,92,291,,
2021-06-25,ugashik,42,15,27,,
2021-06-25,nushagak,745,200,545,,
2021-06-25,togiak,26,0,26,,
2021-06-26,naknek_kvichak,94,7,87,,
2021-06-26,egegik,396,93,303,,
2021-06-26,ugashik,50,19,31,,
2021-06-26,nushagak,815,222,593,,
2021-06-26,togiak,26,0,26,,
2021-06-27,naknek_kvichak,163,17,146,,
2021-06-27,egegik,415,96,319,,
2021-06-27,ugashik,59,20,39,,
2021-06-27,nushagak,860,232,628,,
2021-06-27,togiak,26,0,26,,
2021-06-28,naknek_kvichak,201,26,175,,
2021-06-28,egegik,411,96,315,,
2021-06-28,ugashik,76,23,53,,
2021-06-28,nushagak,839,225,614,,
2021-06-28,togiak,26,0,26,,
2021-06-29,naknek_kvichak,214,26,188,,
2021-06-29,egegik,410,96,314,,
2021-06-29,ugashik,80,24,56,,
2021-06-29,nushagak,800,215,585,,
2021-06-29,togiak,27,0,27,,
2021-06-30,naknek_kvichak,263,36,227,,
2021-06-30,egegik,422,101,321,,
2021-06-30,ugashik,93,27,66,,
2021-06-30,nushagak,757,197,560,,
2021-06-30,togiak,27,0,27,,
2021-07-01,naknek_kvichak,303,45,258,,
2021-07-01,egegik,441,106,335,,
2021-07-01,ugashik,105,32,73,,
2021-07-01,nushagak,742,188,554,,
2021-07-01,togiak,27,0,27,,
2021-07-02,naknek_kvichak,335,53,282,,
2021-07-02,egegik,429,102,327,,
2021-07-02,ugashik,131,43,88,,
2021-07-02,nushagak,746,186,560,,
2021-07-02,togiak,27,0,27,,
2021-07-03,naknek_kvichak,358,62,296,,
2021-07-03,egegik,421,102,319,,
2021-07-03,ugashik,128,42,86,,
2021-07-03,nushagak,741,184,557,,
2021-07-03,togiak,29,0,29,,
2021-07-04,naknek_kvichak,375,67,308,,
2021-07-04,egegik,398,95,303,,
2021-07-04,ugashik,131,43,88,,
2021-07-04,nushagak,734,181,553,,
2021-07-04,togiak,30,0,30,,
2021-07-05,naknek_kvichak,383,70,313,,
2021-07-05,egegik,388,92,296,,
2021-07-05,ugashik,136,44,92,,
2021-07-05,nushagak,739,180,559,,
2021-07-05,togiak,30,0,30,,
2021-07-06,naknek_kvichak,395,74,321,,
2021-07-06,egegik,384,91,293,,
2021-07-06,ugashik,150,49,101,,
2021-07-06,nushagak,736,180,556,,
2021-07-06,togiak,31,0,31,,
2021-07-07,naknek_kvichak,411,80,331,,
2021-07-07,egegik,370,88,282,,
2021-07-07,ugashik,150,49,101,,
2021-07-07,nushagak,723,176,547,,
2021-07-07,togiak,31,0,31,,
2021-07-08,naknek_kvichak,420,81,339,,
2021-07-08,egegik,345,83,262,,
2021-07-08,ugashik,150,48,102,,
2021-07-08,nushagak,736,179,557,,
2021-07-08,togiak,31,0,31,,
2021-07-09,naknek_kvichak,452,90,362,,
2021-07-09,egegik,335,81,254,,
2021-07-09,ugashik,154,48,106,,
2021-07-09,nushagak,673,160,513,,
2021-07-09,togiak,32,0,32,,
2021-07-10,naknek_kvichak,464,92,372,,
2021-07-10,egegik,312,73,239,,
2021-07-10,ugashik,156,48,108,,
2021-07-10,nushagak,644,150,494,,
2021-07-10,togiak,33,0,33,,
2021-07-11,naknek_kvichak,516,108,408,,
2021-07-11,egegik,285,66,219,,
2021-07-11,ugashik,178,54,124,,
2021-07-11,nushagak,451,100,351,,
2021-07-11,togiak,33,0,33,,
2021-07-12,naknek_kvichak,542,114,428,,
2021-07-12,egegik,293,69,224,,
2021-07-12,ugashik,205,64,141,,
2021-07-12,nushagak,395,92,303,,
2021-07-12,togiak,33,0,33,,
2021-07-13,naknek_kvichak,657,139,518,,
2021-07-13,egegik,293,70,223,,
2021-07-13,ugashik,273,81,192,,
2021-07-13,nushagak,381,87,294,,
2021-07-13,togiak,35,0,35,,
2021-07-14,naknek_kvichak,692,144,548,,
2021-07-14,egegik,295,73,222,,
2021-07-14,ugashik,305,90,215,,
2021-07-14,nushagak,364,82,282,,
2021-07-14,togiak,35,0,35,,
2021-07-15,naknek_kvichak,670,141,529,,
2021-07-15,egegik,312,77,235,,
2021-07-15,ugashik,334,98,236,,
2021-07-15,nushagak,344,75,269,,
2021-07-15,togiak,35,0,35,,
2021-07-16,naknek_kvichak,671,140,531,,
2021-07-16,egegik,317,78,239,,
2021-07-16,ugashik,351,102,249,,
2021-07-16,nushagak,337,73,264,,
2021-07-16,togiak,35,0,35,,
