date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2021-06-01,naknek_kvichak,0,0,0,,
2021-06-01,egegik,6,0,6,,
2021-06-01,ugashik,0,0,0,,
2021-06-01,nushagak,1,0,1,,
2021-06-01,togiak,0,0,0,,
2021-06-02,naknek_kvichak,3,0,3,,
2021-06-02,egegik,12,0,12,,
2021-06-02,ugashik,1,0,1,,
2021-06-02,nushagak,1,0,1,,
2021-06-02,togiak,1,0,1,,
2021-06-03,naknek_kvichak,3,0,3,,
2021-06-03,egegik,12,0,12,,
2021-06-03,ugashik,1,0,1,,
2021-06-03,nushagak,1,0,1,,
2021-06-03,togiak,1,0,1,,
2021-06-04,naknek_kvichak,3,0,3,,
2021-06-04,egegik,13,0,13,,
2021-06-04,ugashik,1,0,1,,
2021-06-04,nushagak,1,0,1,,
2021-06-04,togiak,1,0,1,,
2021-06-05,naknek_kvichak,3,0,3,,
2021-06-05,egegik,17,1,16,,
2021-06-05,ugashik,1,0,1,,
2021-06-05,nushagak,2,0,2,,
2021-06-05,togiak,2,0,2,,
2021-06-06,naknek_kvichak,3,0,3,,
2021-06-06,egegik,17,1,16,,
2021-06-06,ugashik,1,0,1,,
2021-06-06,nushagak,2,0,2,,
2021-06-06,togiak,2,0,2,,
2021-06-07,naknek_kvichak,3,0,3,,
2021-06-07,egegik,17,1,16,,
2021-06-07,ugashik,1,0,1,,
2021-06-07,nushagak,2,0,2,,
2021-06-07,togiak,2,0,2,,
2021-06-08,naknek_kvichak,3,0,3,,
2021-06-08,egegik,17,1,16,,
2021-06-08,ugashik,1,0,1,,
2021-06-08,nushagak,2,0,2,,
2021-06-08,togiak,3,0,3,,
2021-06-09,naknek_kvichak,3,0,3,,
2021-06-09,egegik,20,2,18,,
2021-06-09,ugashik,1,0,1,,
2021-06-09,nushagak,4,0,4,,
2021-06-09,togiak,3,0,3,,
2021-06-10,naknek_kvichak,3,0,3,,
2021-06-10,egegik,39,2,37,,
2021-06-10,ugashik,1,0,1,,
2021-06-10,nushagak,4,0,4,,
2021-06-10,togiak,3,0,3,,
2021-06-11,naknek_kvichak,5,0,5,,
2021-06-11,egegik,41,2,39,,
2021-06-11,ugashik,1,0,1,,
2021-06-11,nushagak,5,0,5,,
2021-06-11,togiak,3,0,3,,
2021-06-12,naknek_kvichak,5,0,5,,
2021-06-12,egegik,44,2,42,,
2021-06-12,ugashik,3,1,2,,
2021-06-12,nushagak,7,0,7,,
2021-06-12,togiak,5,0,5,,
2021-06-13,naknek_kvichak,8,1,7,,
2021-06-13,egegik,47,2,45,,
2021-06-13,ugashik,5,2,3,,
2021-06-13,nushagak,7,0,7,,
2021-06-13,togiak,5,0,5,,
2021-06-14,naknek_kvichak,8,1,7,,
2021-06-14,egegik,54,4,50,,
2021-06-14,ugashik,7,3,4,,
2021-06-14,nushagak,7,0,7,,
2021-06-14,togiak,6,0,6,,
2021-06-15,naknek_kvichak,12,1,11,,
2021-06-15,egegik,76,9,67,,
2021-06-15,ugashik,12,5,7,,
2021-06-15,nushagak,13,2,11,,
2021-06-15,togiak,6,0,6,,
2021-06-16,naknek_kvichak,19,1,18,,
2021-06-16,egegik,99,15,84,,
2021-06-16,ugashik,14,6,8,,
2021-06-16,nushagak,15,2,13,,
2021-06-16,togiak,6,0,6,,
2021-06-17,naknek_kvichak,21,1,20,,
2021-06-17,egegik,129,23,106,,
2021-06-17,ugashik,14,6,8,,
2021-06-17,nushagak,25,4,21,,
2021-06-17,togiak,9,0,9,,
2021-06-18,naknek_kvichak,32,2,30,,
2021-06-18,egegik,171,33,138,,
2021-06-18,ugashik,15,6,9,,
2021-06-18,nushagak,43,7,36,,
2021-06-18,togiak,11,0,11,,
2021-06-19,naknek_kvichak,35,2,33,,
2021-06-19,egegik,193,39,154,,
2021-06-19,ugashik,11,4,7,,
2021-06-19,nushagak,60,10,50,,
2021-06-19,togiak,15,0,15,,
2021-06-20,naknek_kvichak,43,3,40,,
2021-06-20,egegik,304,76,228,,
2021-06-20,ugashik,13,5,8,,
2021-06-20,nushagak,71,12,59,,
2021-06-20,togiak,16,0,16,,
2021-06-21,naknek_kvichak,53,6,47,,
2021-06-21,egegik,316,79,237,,
2021-06-21,ugashik,17,7,10,,
2021-06-21,nushagak,79,12,67,,
2021-06-21,togiak,16,0,16,,
2021-06-22,naknek_kvichak,65,7,58,,
2021-06-22,egegik,343,85,258,,
2021-06-22,ugashik,37,14,23,,
2021-06-22,nushagak,110,17,93,,
2021-06-22,togiak,17,0,17,,
2021-06-23,naknek_kvichak,67,5,62,,
2021-06-23,egegik,347,87,260,,
2021-06-23,ugashik,34,13,21,,
2021-06-23,nushagak,208,38,170,,
2021-06-23,togiak,19,0,19,,
2021-06-24,naknek_kvichak,68,5,63,,
2021-06-24,egegik,366,92,274,,
2021-06-24,ugashik,34,12,22,,
