date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2021-06-15,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-16,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-17,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-18,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-19,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-20,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-21,togiak,24,24,2,14,551,4,40,0,0,595,
2021-06-22,togiak,24,24,1,18,594,9,26,0,0,629,
2021-06-23,togiak,24,24,1,6,400,1,7,0,0,408,
2021-06-24,togiak,24,24,2,0,575,0,16,0,0,591,
2021-06-25,togiak,24,24,1,3,68,1,6,0,0,75,
2021-06-26,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-27,togiak,0,0,0,0,0,0,0,0,0,0,
2021-06-28,togiak,24,24,14,54,3479,18,163,2,0,3662,
2021-06-29,togiak,24,24,19,66,4564,36,242,8,0,4850,
2021-06-30,togiak,24,24,9,31,4253,15,123,0,0,4391,
2021-07-01,togiak,24,24,3,11,1621,2,20,0,0,1643,
2021-07-02,togiak,24,24,15,47,8484,14,121,6,0,8625,
2021-07-03,togiak,24,24,5,45,4200,10,81,5,0,4296,
2021-07-04,togiak,0,0,0,0,0,0,0,0,0,0,
2021-07-05,togiak,24,24,21,50,5800,20,208,11,0,6039,
2021-07-06,togiak,24,24,34,79,13544,48,572,13,0,14177,
2021-07-07,togiak,24,24,47,106,18447,46,722,30,0,19245,
2021-07-08,togiak,24,24,42,95,17480,22,707,40,0,18249,
2021-07-09,togiak,24,24,20,77,15031,18,323,22,0,15394,
2021-07-10,togiak,24,24,12,81,13805,27,412,64,0,14308,
2021-07-11,togiak,24,24,18,86,18471,26,712,66,0,19275,
2021-07-12,togiak,24,24,43,139,21549,42,1057,146,0,22794,
2021-07-13,togiak,24,24,48,128,22957,66,1197,136,0,24356,
2021-07-14,togiak,24,24,39,158,26689,53,1320,178,0,28240,
2021-07-15,togiak,24,24,46,128,19878,37,1506,112,0,21533,
2021-07-16,togiak,24,24,55,142,24282,52,1253,142,0,25729,
2021-07-17,togiak,24,24,41,126,24327,16,882,51,0,25276,
2021-07-18,togiak,24,24,7,29,5921,3,97,22,0,6043,
2021-07-19,togiak,24,24,48,128,26658,23,891,96,1,27669,
2021-07-20,togiak,24,24,45,127,20771,15,1061,98,0,21945,
2021-07-21,togiak,24,24,50,107,18530,15,1071,47,0,19663,
2021-07-22,togiak,24,24,40,136,23284,13,1085,39,0,24421,
2021-07-23,togiak,24,24,50,128,30490,5,846,50,0,31391,
2021-07-24,togiak,24,24,50,140,35833,12,982,56,0,36883,
2021-07-25,togiak,24,24,15,41,12447,8,172,13,0,12640,
2021-07-26,togiak,24,24,32,134,27836,9,568,82,0,28495,
2021-07-27,togiak,24,24,65,142,33909,12,717,68,8,34714,
2021-07-28,togiak,24,24,20,107,13193,3,243,33,5,13477,
2021-07-29,togiak,24,24,43,73,24493,4,261,19,2,24779,
2021-07-30,togiak,24,24,53,83,24377,1,322,15,1,24716,
2021-07-31,togiak,24,24,12,61,6808,2,89,10,0,6909,
2021-08-01,togiak,24,24,4,21,3072,0,16,3,0,3091,
2021-08-02,togiak,24,24,38,60,13886,2,153,17,5,14063,
2021-08-03,togiak,24,24,35,123,18911,2,222,50,7,19192,
2021-08-04,togiak,24,24,26,106,11601,1,179,29,20,11830,
2021-08-05,togiak,24,24,17,79,6904,2,99,16,17,7038,
2021-08-06,togiak,24,24,12,57,6317,1,82,17,8,6425,
2021-08-07,togiak,24,24,16,58,8433,2,112,11,15,8573,
2021-08-08,togiak,24,24,4,19,3279,1,26,4,11,3321,
2021-08-09,togiak,24,24,11,34,3714,0,43,18,43,3818,
2021-08-10,togiak,24,24,15,70,6321,2,82,13,73,6491,
2021-08-11,togiak,24,24,12,66,4415,2,50,12,57,4536,
2021-08-12,togiak,24,24,10,54,3658,3,40,11,94,3806,
2021-08-13,togiak,24,24,2,45,2295,0,29,10,83,2417,
2021-08-14,togiak,24,24,4,32,964,1,15,6,68,1054,
2021-08-15,togiak,24,24,2,2,408,0,5,4,16,433,
2021-08-16,togiak,24,24,6,10,1082,0,12,10,156,1260,
2021-08-17,togiak,24,24,7,20,1546,0,22,5,309,1882,
2021-08-18,togiak,24,24,5,15,1252,0,11,4,354,1621,
2021-08-19,togiak,24,24,4,13,818,0,2,2,298,1120,
2021-08-20,togiak,24,24,3,14,459,0,3,2,241,705,
2021-08-21,togiak,24,24,2,20,448,0,9,13,286,756,
2021-08-22,togiak,24,24,1,3,57,0,1,0,7,65,
2021-08-23,togiak,24,24,1,7,180,0,7,2,334,523,
2021-08-24,togiak,24,24,4,8,224,0,2,0,463,689,
2021-08-25,togiak,24,24,5,2,267,0,1,2,601,871,
