date,riverKey,method,isOperational,dailyEscapement,cumulativeEscapement,flags,notes
2016-06-06,nushagak,sonar,true,39,39,,sonar_sockeye_only
2016-06-07,nushagak,sonar,true,250,289,,sonar_sockeye_only
2016-06-08,nushagak,sonar,true,187,475,,sonar_sockeye_only
2016-06-09,nushagak,sonar,true,242,717,,sonar_sockeye_only
2016-06-10,nushagak,sonar,true,1667,2384,,sonar_sockeye_only
2016-06-11,nushagak,sonar,true,3153,5536,,sonar_sockeye_only
2016-06-12,egegik,tower,true,390,390,,eastside_page_41
2016-06-12,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-12,naknek,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-12,nushagak,sonar,true,1144,6680,,sonar_sockeye_only
2016-06-12,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-13,egegik,tower,true,6852,7242,,eastside_page_41
2016-06-13,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-13,naknek,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-13,nushagak,sonar,true,1456,8136,,sonar_sockeye_only
2016-06-13,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-14,egegik,tower,true,1698,8940,,eastside_page_41
2016-06-14,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-14,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-14,naknek,tower,true,144,144,,eastside_page_41
2016-06-14,nushagak,sonar,true,8506,16642,,sonar_sockeye_only
2016-06-14,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-14,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-14,wood,tower,true,2031,2031,,page_57
2016-06-15,egegik,tower,true,1662,10602,,eastside_page_41
2016-06-15,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-15,kvichak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-15,naknek,tower,true,186,330,,eastside_page_41
2016-06-15,nushagak,sonar,true,2151,18793,,sonar_sockeye_only
2016-06-15,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-15,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-15,wood,tower,true,4734,6765,,page_57
2016-06-16,egegik,tower,true,18822,29424,,eastside_page_41
2016-06-16,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-16,kvichak,tower,true,258,258,,eastside_page_41
2016-06-16,naknek,tower,true,942,1272,,eastside_page_41
2016-06-16,nushagak,sonar,true,1109,19902,,sonar_sockeye_only
2016-06-16,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-16,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-16,wood,tower,true,6738,13503,,page_57
2016-06-17,egegik,tower,true,7920,37344,,eastside_page_41
2016-06-17,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-17,kvichak,tower,true,210,468,,eastside_page_41
2016-06-17,naknek,tower,true,1506,2778,,eastside_page_41
2016-06-17,nushagak,sonar,true,16476,36378,,sonar_sockeye_only
2016-06-17,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-17,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-17,wood,tower,true,17274,30777,,page_57
2016-06-18,egegik,tower,true,11718,49062,,eastside_page_41
2016-06-18,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-18,kvichak,tower,true,102,570,,eastside_page_41
2016-06-18,naknek,tower,true,3618,6396,,eastside_page_41
2016-06-18,nushagak,sonar,true,20930,57309,,sonar_sockeye_only
2016-06-18,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-18,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-18,wood,tower,true,10842,41619,,page_57
2016-06-19,egegik,tower,true,47172,96234,,eastside_page_41
2016-06-19,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-19,kvichak,tower,true,78,648,,eastside_page_41
2016-06-19,naknek,tower,true,2304,8700,,eastside_page_41
2016-06-19,nushagak,sonar,true,5568,62877,,sonar_sockeye_only
2016-06-19,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-19,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-19,wood,tower,true,13986,55605,,page_57
2016-06-20,egegik,tower,true,24582,120816,,eastside_page_41
2016-06-20,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-20,kvichak,tower,true,162,810,,eastside_page_41
2016-06-20,naknek,tower,true,6366,15066,,eastside_page_41
2016-06-20,nushagak,sonar,true,7886,70763,,sonar_sockeye_only
2016-06-20,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
2016-06-20,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_41
2016-06-20,wood,tower,true,33870,89475,,page_57
2016-06-21,egegik,tower,true,13464,134280,,eastside_page_41
2016-06-21,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_57
