date,riverKey,method,isOperational,dailyEscapement,cumulativeEscapement,flags,notes
2020-06-19,egegik,tower,true,5034,6180,,eastside_page_40
2020-06-19,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-19,kvichak,tower,false,,,prestart_untrusted_alignment,eastside_page_40
2020-06-19,naknek,tower,true,678,678,,eastside_page_40
2020-06-19,nushagak,sonar,true,10962,41005,,sonar_sockeye_only
2020-06-19,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-19,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-19,wood,tower,true,5352,19242,,page_58
2020-06-20,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-20,egegik,tower,true,2490,8670,,eastside_page_40
2020-06-20,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-20,kvichak,tower,false,,,prestart_untrusted_alignment,eastside_page_40
2020-06-20,naknek,tower,true,4074,4752,,eastside_page_40
2020-06-20,nushagak,sonar,true,9186,50191,,sonar_sockeye_only
2020-06-20,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-20,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-20,wood,tower,true,4866,24108,,page_58
2020-06-21,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-21,egegik,tower,true,12762,21432,,eastside_page_40
2020-06-21,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-21,kvichak,tower,false,,,prestart_untrusted_alignment,eastside_page_40
2020-06-21,naknek,tower,true,9084,13836,,eastside_page_40
2020-06-21,nushagak,sonar,true,8377,58568,,sonar_sockeye_only
2020-06-21,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-21,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-21,wood,tower,true,13260,37368,,page_58
2020-06-22,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-22,egegik,tower,true,12534,33966,,eastside_page_40
2020-06-22,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-22,kvichak,tower,true,78,78,,eastside_page_40
2020-06-22,naknek,tower,true,4008,17844,,eastside_page_40
2020-06-22,nushagak,sonar,true,14746,73314,,sonar_sockeye_only
2020-06-22,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-22,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-22,wood,tower,true,11022,48390,,page_58
2020-06-23,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-23,egegik,tower,true,13488,47454,,eastside_page_40
2020-06-23,igushik,tower,true,426,426,,page_58
2020-06-23,kvichak,tower,true,132,210,,eastside_page_40
2020-06-23,naknek,tower,true,7140,24984,,eastside_page_40
2020-06-23,nushagak,sonar,true,12793,86107,,sonar_sockeye_only
2020-06-23,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-23,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-23,wood,tower,true,10500,58890,,page_58
2020-06-24,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-24,egegik,tower,true,49908,97362,,eastside_page_40
2020-06-24,igushik,tower,true,2268,2694,,page_58
2020-06-24,kvichak,tower,true,0,210,,eastside_page_40
2020-06-24,naknek,tower,true,12270,37254,,eastside_page_40
2020-06-24,nushagak,sonar,true,27539,113646,,sonar_sockeye_only
2020-06-24,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-24,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-24,wood,tower,true,67884,126774,,page_58
2020-06-25,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-25,egegik,tower,true,19506,116868,,eastside_page_40
2020-06-25,igushik,tower,true,3336,6030,,page_58
2020-06-25,kvichak,tower,true,0,210,,eastside_page_40
2020-06-25,naknek,tower,true,15486,52740,,eastside_page_40
2020-06-25,nushagak,sonar,true,73946,187592,,sonar_sockeye_only
2020-06-25,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-25,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-25,wood,tower,true,41778,168552,,page_58
2020-06-26,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-26,egegik,tower,true,17580,134448,,eastside_page_40
2020-06-26,igushik,tower,true,4302,10332,,page_58
2020-06-26,kvichak,tower,true,66,276,,eastside_page_40
2020-06-26,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-06-26,nushagak,sonar,true,55080,242672,,sonar_sockeye_only
2020-06-26,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-26,ugashik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-26,wood,tower,true,50562,219114,,page_58
2020-06-27,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-27,egegik,tower,true,9564,144012,,eastside_page_40
2020-06-27,igushik,tower,true,1128,11460,,page_58
2020-06-27,kvichak,tower,true,102,378,,eastside_page_40
2020-06-27,naknek,tower,true,33522,105456,,eastside_page_40
2020-06-27,nushagak,sonar,true,27267,269939,,sonar_sockeye_only
2020-06-27,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-27,ugashik,tower,true,966,966,,eastside_page_40
2020-06-27,wood,tower,true,38280,257394,,page_58
2020-06-28,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-28,egegik,tower,true,30480,174492,,eastside_page_40
2020-06-28,igushik,tower,true,4428,15888,,page_58
2020-06-28,kvichak,tower,true,1302,1680,,eastside_page_40
2020-06-28,naknek,tower,true,5430,110886,,eastside_page_40
2020-06-28,nushagak,sonar,true,14736,284675,,sonar_sockeye_only
2020-06-28,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-28,ugashik,tower,true,1704,2670,,eastside_page_40
2020-06-28,wood,tower,true,39414,296808,,page_58
2020-06-29,alagnak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,eastside_page_40
2020-06-29,egegik,tower,true,19212,193704,,eastside_page_40
2020-06-29,igushik,tower,true,3984,19872,,page_58
2020-06-29,kvichak,tower,true,882,2562,,eastside_page_40
2020-06-29,naknek,tower,true,9066,119952,,eastside_page_40
2020-06-29,nushagak,sonar,true,30606,315281,,sonar_sockeye_only
2020-06-29,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-29,ugashik,tower,true,1932,4602,,eastside_page_40
2020-06-29,wood,tower,true,37998,334806,,page_58
2020-06-30,alagnak,tower,true,2946,2946,,eastside_page_40
2020-06-30,egegik,tower,true,14340,208044,,eastside_page_40
2020-06-30,igushik,tower,true,4266,24138,,page_58
2020-06-30,kvichak,tower,true,2058,4620,,eastside_page_40
2020-06-30,naknek,tower,true,159030,278982,,eastside_page_40
2020-06-30,nushagak,sonar,true,31564,346845,,sonar_sockeye_only
2020-06-30,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-06-30,ugashik,tower,true,2994,7596,,eastside_page_40
2020-06-30,wood,tower,true,49398,384204,,page_58
2020-07-01,alagnak,tower,true,15510,18456,,eastside_page_40
2020-07-01,egegik,tower,true,69006,277050,,eastside_page_40
2020-07-01,igushik,tower,true,6522,30660,,page_58
2020-07-01,kvichak,tower,true,15810,20430,,eastside_page_40
2020-07-01,naknek,tower,true,22470,301452,,eastside_page_40
2020-07-01,nushagak,sonar,true,56933,403778,,sonar_sockeye_only
2020-07-01,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-07-01,ugashik,tower,true,3552,11148,,eastside_page_40
2020-07-01,wood,tower,true,48780,432984,,page_58
2020-07-02,alagnak,tower,true,12258,30714,,eastside_page_40
2020-07-02,egegik,tower,true,100344,377394,,eastside_page_40
2020-07-02,igushik,tower,true,3570,34230,,page_58
2020-07-02,kvichak,tower,true,32046,52476,,eastside_page_40
2020-07-02,naknek,tower,true,2130,303582,,eastside_page_40
2020-07-02,nushagak,sonar,true,36615,440393,,sonar_sockeye_only
2020-07-02,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-07-02,ugashik,tower,true,5886,17034,,eastside_page_40
2020-07-02,wood,tower,true,49410,482394,,page_58
2020-07-03,alagnak,tower,true,2652,33366,,eastside_page_40
2020-07-03,egegik,tower,true,26994,404388,,eastside_page_40
2020-07-03,igushik,tower,true,3396,37626,,page_58
2020-07-03,kvichak,tower,true,39114,91590,,eastside_page_40
2020-07-03,naknek,tower,true,4188,307770,,eastside_page_40
2020-07-03,nushagak,sonar,true,13866,454259,,sonar_sockeye_only
2020-07-03,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_58
2020-07-03,ugashik,tower,true,4680,21714,,eastside_page_40
2020-07-03,wood,tower,true,45426,527820,,page_58
2020-07-04,alagnak,tower,true,762,34128,,eastside_page_40
2020-07-04,egegik,tower,true,22386,426774,,eastside_page_40
2020-07-04,igushik,tower,true,3636,41262,,page_58
2020-07-04,kvichak,tower,true,7416,99006,,eastside_page_40
2020-07-04,naknek,tower,true,334374,642144,,eastside_page_40
2020-07-04,nushagak,sonar,true,4981,459240,,sonar_sockeye_only
2020-07-04,togiak,tower,true,24,24,,page_58
2020-07-04,ugashik,tower,true,8094,29808,,eastside_page_40
2020-07-04,wood,tower,true,27054,554874,,page_58
2020-07-05,alagnak,tower,true,86094,120222,,eastside_page_40
2020-07-05,egegik,tower,true,40356,467130,,eastside_page_40
2020-07-05,igushik,tower,true,3516,44778,,page_58
2020-07-05,kvichak,tower,true,8064,107070,,eastside_page_40
2020-07-05,naknek,tower,true,38646,680790,,eastside_page_40
2020-07-05,nushagak,sonar,true,5427,464667,,sonar_sockeye_only
2020-07-05,togiak,tower,true,762,786,,page_58
2020-07-05,ugashik,tower,true,4194,34002,,eastside_page_40
2020-07-05,wood,tower,true,12498,567372,,page_58
2020-07-06,alagnak,tower,true,40302,160524,,eastside_page_40
2020-07-06,egegik,tower,true,183018,650148,,eastside_page_40
2020-07-06,igushik,tower,true,1410,46188,,page_58
2020-07-06,kvichak,tower,true,106980,214050,,eastside_page_40
2020-07-06,naknek,tower,true,478884,1159674,,eastside_page_40
2020-07-06,nushagak,sonar,true,10142,474809,,sonar_sockeye_only
2020-07-06,togiak,tower,true,822,1608,,page_58
2020-07-06,ugashik,tower,true,3252,37254,,eastside_page_40
2020-07-06,wood,tower,true,37614,604986,,page_58
2020-07-07,alagnak,tower,true,85266,245790,,eastside_page_40
2020-07-07,egegik,tower,true,104736,754884,,eastside_page_40
2020-07-07,igushik,tower,true,22140,232848,,page_58
2020-07-07,kvichak,tower,true,170142,384192,,eastside_page_40
2020-07-07,naknek,tower,true,262140,1421814,,eastside_page_40
2020-07-07,nushagak,sonar,true,109690,584499,,sonar_sockeye_only
2020-07-07,togiak,tower,true,9018,52068,,page_58
2020-07-07,ugashik,tower,true,7332,44586,,eastside_page_40
2020-07-07,wood,tower,true,37680,2093658,,page_58
2020-07-08,alagnak,tower,true,119220,365010,,eastside_page_40
2020-07-08,egegik,tower,true,195336,950220,,eastside_page_40
2020-07-08,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-08,kvichak,tower,true,200460,584652,,eastside_page_40
2020-07-08,naknek,tower,true,585294,2007108,,eastside_page_40
2020-07-08,nushagak,sonar,true,123474,707973,,sonar_sockeye_only
2020-07-08,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-08,ugashik,tower,true,9006,53592,,eastside_page_40
2020-07-08,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-09,alagnak,tower,true,136644,501654,,eastside_page_40
2020-07-09,egegik,tower,true,248796,1199016,,eastside_page_40
2020-07-09,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-09,kvichak,tower,true,232164,816816,,eastside_page_40
2020-07-09,naknek,tower,true,502830,2509938,,eastside_page_40
2020-07-09,nushagak,sonar,true,152674,860647,,sonar_sockeye_only
2020-07-09,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-09,ugashik,tower,true,27948,81540,,eastside_page_40
2020-07-09,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-10,alagnak,tower,true,315420,817074,,eastside_page_40
2020-07-10,egegik,tower,true,328554,1527570,,eastside_page_40
2020-07-10,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-10,kvichak,tower,true,429006,1245822,,eastside_page_40
2020-07-10,naknek,tower,true,102552,2612490,,eastside_page_40
2020-07-10,nushagak,sonar,true,99072,959719,,sonar_sockeye_only
2020-07-10,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-10,ugashik,tower,true,75222,156762,,eastside_page_40
2020-07-10,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-11,alagnak,tower,true,244836,1061910,,eastside_page_40
2020-07-11,egegik,tower,true,178830,1706400,,eastside_page_40
2020-07-11,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-11,kvichak,tower,true,490938,1736760,,eastside_page_40
2020-07-11,naknek,tower,true,265002,2877492,,eastside_page_40
2020-07-11,nushagak,sonar,true,49583,1009302,,sonar_sockeye_only
2020-07-11,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-11,ugashik,tower,true,153090,309852,,eastside_page_40
2020-07-11,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-12,alagnak,tower,true,246942,1308852,,eastside_page_40
2020-07-12,egegik,tower,true,129096,1835496,,eastside_page_40
2020-07-12,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-12,kvichak,tower,true,536448,2273208,,eastside_page_40
2020-07-12,naknek,tower,true,440688,3318180,,eastside_page_40
2020-07-12,nushagak,sonar,true,50963,1060265,,sonar_sockeye_only
2020-07-12,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-12,ugashik,tower,true,124554,434406,,eastside_page_40
2020-07-12,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-13,alagnak,tower,true,295320,1604172,,eastside_page_40
2020-07-13,egegik,tower,true,130752,1966248,,eastside_page_40
2020-07-13,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-13,kvichak,tower,true,469806,2743014,,eastside_page_40
2020-07-13,naknek,tower,true,92052,3410232,,eastside_page_40
2020-07-13,nushagak,sonar,true,44754,1105019,,sonar_sockeye_only
2020-07-13,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-13,ugashik,tower,true,184860,619266,,eastside_page_40
2020-07-13,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-14,alagnak,tower,true,130044,1734216,,eastside_page_40
2020-07-14,egegik,tower,true,61950,2028198,,eastside_page_40
2020-07-14,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-14,kvichak,tower,true,628572,3371586,,eastside_page_40
2020-07-14,naknek,tower,true,217554,3627786,,eastside_page_40
2020-07-14,nushagak,sonar,true,37189,1142208,,sonar_sockeye_only
2020-07-14,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-14,ugashik,tower,true,135258,754524,,eastside_page_40
2020-07-14,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-15,alagnak,tower,true,171090,1905306,,eastside_page_40
2020-07-15,egegik,tower,true,101310,2129508,,eastside_page_40
2020-07-15,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-15,kvichak,tower,true,176034,3547620,,eastside_page_40
2020-07-15,naknek,tower,true,263298,3891084,,eastside_page_40
2020-07-15,nushagak,sonar,true,19878,1162086,,sonar_sockeye_only
2020-07-15,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-15,ugashik,tower,true,147498,902022,,eastside_page_40
2020-07-15,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-16,alagnak,tower,true,134514,2039820,,eastside_page_40
2020-07-16,egegik,tower,true,88536,2218044,,eastside_page_40
2020-07-16,igushik,tower,false,,,cum_decreased_misaligned,page_58
2020-07-16,kvichak,tower,true,187764,3735384,,eastside_page_40
2020-07-16,naknek,tower,true,73182,3964266,,eastside_page_40
2020-07-16,nushagak,sonar,true,13110,1175196,,sonar_sockeye_only
2020-07-16,togiak,tower,false,,,cum_decreased_misaligned,page_58
2020-07-16,ugashik,tower,true,123144,1025166,,eastside_page_40
2020-07-16,wood,tower,false,,,cum_decreased_misaligned,page_58
2020-07-17,alagnak,tower,true,43140,2082960,,eastside_page_40
2020-07-17,egegik,tower,true,61902,2279946,,eastside_page_40
2020-07-17,kvichak,tower,true,121974,3857358,,eastside_page_40
2020-07-17,naknek,tower,true,33768,3998034,,eastside_page_40
2020-07-17,nushagak,sonar,true,14280,1189476,,sonar_sockeye_only
2020-07-17,ugashik,tower,true,119376,1144542,,eastside_page_40
2020-07-18,alagnak,tower,true,48654,2131614,,eastside_page_40
2020-07-18,egegik,tower,true,27240,2307186,,eastside_page_40
2020-07-18,igushik,tower,true,13926,246774,,page_58
2020-07-18,kvichak,tower,true,53820,3911178,,eastside_page_40
2020-07-18,naknek,tower,true,32520,4030554,,eastside_page_40
2020-07-18,nushagak,sonar,true,9369,1198845,,sonar_sockeye_only
2020-07-18,togiak,tower,true,5988,58056,,page_58
2020-07-18,ugashik,tower,true,97392,1241934,,eastside_page_40
2020-07-18,wood,tower,true,24024,2117682,,page_58
2020-07-19,alagnak,tower,true,44250,2175864,,eastside_page_40
2020-07-19,egegik,tower,true,17472,2324658,,eastside_page_40
2020-07-19,igushik,tower,true,14916,261690,,page_58
2020-07-19,kvichak,tower,true,32334,3943512,,eastside_page_40
2020-07-19,naknek,tower,true,33456,4064010,,eastside_page_40
2020-07-19,nushagak,sonar,true,4389,1203234,,sonar_sockeye_only
2020-07-19,togiak,tower,true,5844,63900,,page_58
2020-07-19,ugashik,tower,true,85488,1327422,,eastside_page_40
2020-07-19,wood,tower,true,29178,2146860,,page_58
2020-07-20,alagnak,tower,true,34776,2210640,,eastside_page_40
2020-07-20,egegik,tower,true,12954,2337612,,eastside_page_40
2020-07-20,igushik,tower,true,11610,273300,,page_58
2020-07-20,kvichak,tower,true,27576,3971088,,eastside_page_40
2020-07-20,naknek,tower,true,27924,4091934,,eastside_page_40
2020-07-20,nushagak,sonar,true,5184,1208418,,sonar_sockeye_only
2020-07-20,togiak,tower,true,6666,70566,,page_58
2020-07-20,ugashik,tower,true,47166,1374588,,eastside_page_40
2020-07-20,wood,tower,true,27570,2174430,,page_58
2020-07-21,alagnak,tower,true,41922,2252562,,eastside_page_40
2020-07-21,egegik,tower,true,20856,2358468,,eastside_page_40
2020-07-21,igushik,tower,true,6984,280284,,page_58
2020-07-21,kvichak,tower,true,13662,3984750,,eastside_page_40
2020-07-21,naknek,tower,true,20226,4112160,,eastside_page_40
2020-07-21,nushagak,sonar,true,4548,1212966,,sonar_sockeye_only
2020-07-21,togiak,tower,true,11442,82008,,page_58
2020-07-21,ugashik,tower,true,52614,1427202,,eastside_page_40
2020-07-21,wood,tower,true,24498,2198928,,page_58
2020-07-22,alagnak,tower,true,27636,2280198,,eastside_page_40
2020-07-22,egegik,tower,true,15414,2373882,,eastside_page_40
2020-07-22,igushik,tower,true,10044,290328,,page_59
2020-07-22,kvichak,tower,true,11532,3996282,,eastside_page_40
2020-07-22,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-22,nushagak,sonar,true,4967,1217933,,sonar_sockeye_only
2020-07-22,togiak,tower,true,9930,91938,,page_59
2020-07-22,ugashik,tower,true,49464,1476666,,eastside_page_40
2020-07-22,wood,tower,true,17238,2216166,,page_59
2020-07-23,alagnak,tower,true,33528,2313726,,eastside_page_40
2020-07-23,egegik,tower,true,9816,2383698,,eastside_page_40
2020-07-23,igushik,tower,true,5760,296088,,page_59
2020-07-23,kvichak,tower,true,4428,4000710,,eastside_page_40
2020-07-23,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-23,nushagak,sonar,true,3364,1221297,,sonar_sockeye_only
2020-07-23,togiak,tower,true,9726,101664,,page_59
2020-07-23,ugashik,tower,true,51234,1527900,,eastside_page_40
2020-07-23,wood,tower,true,16518,2232684,,page_59
2020-07-24,alagnak,tower,true,25854,2339580,,eastside_page_40
2020-07-24,egegik,tower,true,6030,2389728,,eastside_page_40
2020-07-24,igushik,tower,true,4632,300720,,page_59
2020-07-24,kvichak,tower,true,11844,4012554,,eastside_page_40
2020-07-24,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-24,nushagak,sonar,true,3182,1224479,,sonar_sockeye_only
2020-07-24,togiak,tower,true,10110,111774,,page_59
2020-07-24,ugashik,tower,true,62778,1590678,,eastside_page_40
2020-07-24,wood,tower,true,4452,2237136,,page_59
2020-07-25,alagnak,tower,true,17748,2357328,,eastside_page_40
2020-07-25,egegik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-25,igushik,tower,true,2598,303318,,page_59
2020-07-25,kvichak,tower,true,9288,4021842,,eastside_page_40
2020-07-25,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-25,nushagak,sonar,true,3580,1228059,,sonar_sockeye_only
2020-07-25,togiak,tower,true,4602,116376,,page_59
2020-07-25,ugashik,tower,true,36834,1627512,,eastside_page_40
2020-07-25,wood,tower,true,6750,2243886,,page_59
2020-07-26,alagnak,tower,true,14742,2372070,,eastside_page_40
2020-07-26,egegik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-26,igushik,tower,true,3990,307308,,page_59
2020-07-26,kvichak,tower,true,5946,4027788,,eastside_page_40
2020-07-26,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-26,togiak,tower,true,7614,123990,,page_59
2020-07-26,ugashik,tower,true,38442,1665954,,eastside_page_40
2020-07-26,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-07-27,alagnak,tower,true,10992,2383062,,eastside_page_40
2020-07-27,egegik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-27,igushik,tower,true,2910,310218,,page_59
2020-07-27,kvichak,tower,true,3180,4030968,,eastside_page_40
2020-07-27,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-27,togiak,tower,true,10284,134274,,page_59
2020-07-27,ugashik,tower,true,41394,1707348,,eastside_page_40
2020-07-27,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-07-28,alagnak,tower,true,3456,2386518,,eastside_page_40
2020-07-28,egegik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-28,igushik,tower,true,2826,313044,,page_59
2020-07-28,kvichak,tower,true,3456,2386518,,eastside_page_40
2020-07-28,naknek,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum_hard,eastside_page_40
2020-07-28,togiak,tower,true,12786,147060,,page_59
2020-07-28,ugashik,tower,true,38592,1745940,,eastside_page_40
2020-07-28,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-07-29,igushik,tower,true,1944,314988,,page_59
2020-07-29,togiak,tower,true,20910,167970,,page_59
2020-07-29,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-07-30,igushik,tower,true,2856,317844,,page_59
2020-07-30,togiak,tower,true,15162,183132,,page_59
2020-07-30,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-07-31,igushik,tower,true,1182,319026,,page_59
2020-07-31,togiak,tower,true,12144,195276,,page_59
2020-07-31,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-01,igushik,tower,true,2064,321090,,page_59
2020-08-01,togiak,tower,true,6720,201996,,page_59
2020-08-01,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-02,igushik,tower,true,2724,323814,,page_59
2020-08-02,togiak,tower,true,5874,207870,,page_59
2020-08-02,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-03,igushik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-03,togiak,tower,true,5364,213234,,page_59
2020-08-03,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-04,igushik,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
2020-08-04,togiak,tower,true,6924,220158,,page_59
2020-08-04,wood,tower,false,,,missing_daily_or_cum_hard|missing_daily_or_cum,page_59
