date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2020-07-11,naknek_kvichak,589,139,450,,
2020-07-11,egegik,516,124,392,,
2020-07-11,ugashik,48,7,41,,
2020-07-11,nushagak,360,62,298,,
2020-07-11,togiak,43,0,43,,
2020-07-12,naknek_kvichak,616,148,468,,
2020-07-12,egegik,471,115,356,,
2020-07-12,ugashik,61,13,48,,
2020-07-12,nushagak,299,53,246,,
2020-07-12,togiak,44,0,44,,
2020-07-13,naknek_kvichak,696,172,524,,
2020-07-13,egegik,482,115,367,,
2020-07-13,ugashik,91,23,68,,
2020-07-13,nushagak,294,52,242,,
2020-07-13,togiak,44,0,44,,
2020-07-14,naknek_kvichak,715,175,540,,
2020-07-14,egegik,483,115,368,,
2020-07-14,ugashik,144,34,110,,
2020-07-14,nushagak,282,47,235,,
2020-07-14,togiak,44,0,44,,
2020-07-15,naknek_kvichak,722,177,545,,
2020-07-15,egegik,480,116,364,,
2020-07-15,ugashik,158,37,121,,
2020-07-15,nushagak,282,47,235,,
2020-07-15,togiak,44,0,44,,
2020-07-16,naknek_kvichak,722,176,546,,
2020-07-16,egegik,474,114,360,,
2020-07-16,ugashik,174,40,134,,
2020-07-16,nushagak,279,46,233,,
2020-07-16,togiak,44,0,44,,

