date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2020-06-15,togiak,0,0,0,0,0,0,0,0,0,0,
2020-06-16,togiak,0,0,0,0,0,0,0,0,0,0,
2020-06-17,togiak,0,0,0,0,0,0,0,0,0,0,
2020-06-18,togiak,24,24,0,3,14,1,6,0,0,21,
2020-06-22,togiak,24,24,4,6,106,9,44,0,0,159,
2020-06-23,togiak,24,24,4,13,232,6,86,0,0,324,
2020-06-24,togiak,24,24,2,12,309,7,72,0,0,388,
2020-06-25,togiak,24,24,2,6,134,10,489,1,0,634,
2020-06-26,togiak,24,24,2,2,109,4,402,0,0,515,
2020-06-29,togiak,24,24,15,27,1574,77,547,3,0,2201,
2020-06-30,togiak,24,24,21,47,2110,67,932,2,0,3111,
2020-07-01,togiak,24,24,20,51,2333,41,1787,5,0,4166,
2020-07-02,togiak,24,24,13,43,1541,43,2116,9,0,3709,
2020-07-03,togiak,24,24,7,38,1465,22,1168,3,0,2658,
2020-07-04,togiak,24,24,6,27,1697,26,1075,7,0,2805,
2020-07-06,togiak,24,24,22,63,5985,27,1331,6,0,7349,
2020-07-07,togiak,24,24,21,88,9710,53,2314,4,0,12081,
2020-07-08,togiak,24,24,40,83,12488,68,2687,5,0,15248,
2020-07-09,togiak,24,24,41,82,12381,30,2272,13,0,14696,
2020-07-10,togiak,24,24,33,99,12341,25,2146,10,0,14522,
2020-07-11,togiak,24,24,32,69,13988,20,1959,6,0,15973,
2020-07-13,togiak,24,24,63,117,27159,40,3386,13,0,30598,
2020-07-14,togiak,24,24,69,142,22540,33,3347,23,0,25943,
2020-07-15,togiak,24,24,67,128,17586,20,3785,19,0,21410,
2020-07-16,togiak,24,24,24,68,6591,20,2309,21,0,8941,
2020-07-17,togiak,24,24,18,47,7821,13,1769,17,0,9620,
