date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2020-06-24,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-06-25,ugashik,10,10,13,52,8784,146,34,0,0,8964,
2020-06-26,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-06-27,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-06-28,ugashik,8,8,19,42,9323,97,58,0,0,9478,
2020-06-29,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-06-30,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-01,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-02,ugashik,8,8,26,47,15933,111,216,0,0,16260,
2020-07-03,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-04,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-05,ugashik,8,8,37,105,115105,169,200,0,0,115474,
2020-07-06,ugashik,8,8,35,72,62726,79,90,0,0,62895,
2020-07-07,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-08,ugashik,8,8,41,89,71102,125,183,0,0,71410,
2020-07-09,ugashik,0,0,0,0,0,0,0,0,0,0,
2020-07-10,ugashik,10,10,44,127,114594,78,269,0,0,114941,
2020-07-11,ugashik,9.5,9.5,45,92,94674,43,455,0,0,95172,
2020-07-12,ugashik,11.25,11.25,74,15,84420,22,562,0,0,85004,
2020-07-13,ugashik,15.25,15.25,71,79,61488,35,301,0,0,61824,
2020-07-14,ugashik,12,12,114,110,206722,74,921,0,0,207717,
2020-07-15,ugashik,12,12,155,139,316232,63,1084,0,0,317379,
2020-07-16,ugashik,20,20,162,134,180672,76,1295,0,0,182043,
2020-07-17,ugashik,24,24,281,82,189348,42,1556,0,0,190946,
2020-07-18,ugashik,24,24,174,60,116873,29,1238,0,0,118140,
2020-07-19,ugashik,24,24,197,74,186969,43,1931,0,0,188943,
2020-07-20,ugashik,24,24,117,62,120503,37,595,0,0,121135,
2020-07-21,ugashik,24,24,181,64,169924,23,1480,12,17,171456,
2020-07-22,ugashik,24,24,104,47,89463,15,1480,1,3,90962,
2020-07-23,ugashik,24,24,93,41,64413,7,404,33,34,64891,
2020-07-24,ugashik,24,24,107,34,90560,5,796,78,92,91531,
2020-07-25,ugashik,24,24,57,35,42448,2,264,21,26,42761,
2020-07-26,ugashik,24,24,73,35,69853,6,352,37,37,70285,
2020-07-27,ugashik,24,24,58,24,39515,9,208,38,63,39833,
2020-07-28,ugashik,24,24,37,22,31573,8,170,47,22,31820,
2020-07-29,ugashik,24,24,30,8,18266,1,59,74,64,18464,
2020-07-30,ugashik,24,24,14,18,9510,0,68,21,68,9667,
2020-07-31,ugashik,24,24,8,8,7832,0,27,9,77,7945,
2020-08-01,ugashik,24,24,7,2,8691,0,38,10,69,8808,
