date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2019-06-01,naknek_kvichak,0,0,0,,
2019-06-01,egegik,1,0,1,,
2019-06-01,ugashik,0,0,0,,
2019-06-01,nushagak,0,0,0,,
2019-06-01,togiak,0,0,0,,
2019-06-02,naknek_kvichak,1,0,1,,
2019-06-02,egegik,6,1,5,,
2019-06-02,ugashik,0,0,0,,
2019-06-02,nushagak,3,0,3,,
2019-06-02,togiak,0,0,0,,
2019-06-03,naknek_kvichak,1,0,1,,
2019-06-03,egegik,6,1,5,,
2019-06-03,ugashik,0,0,0,,
2019-06-03,nushagak,3,0,3,,
2019-06-03,togiak,0,0,0,,
2019-06-04,naknek_kvichak,2,2,0,,
2019-06-04,egegik,6,1,5,,
2019-06-04,ugashik,0,0,0,,
2019-06-04,nushagak,11,2,9,,
2019-06-04,togiak,0,0,0,,
2019-06-05,naknek_kvichak,2,2,0,,
2019-06-05,egegik,8,1,7,,
2019-06-05,ugashik,0,0,0,,
2019-06-05,nushagak,12,2,10,,
2019-06-05,togiak,3,0,3,,
2019-06-06,naknek_kvichak,3,2,1,,
2019-06-06,egegik,8,1,7,,
2019-06-06,ugashik,2,0,2,,
2019-06-06,nushagak,13,2,11,,
2019-06-06,togiak,4,0,4,,
2019-06-07,naknek_kvichak,3,2,1,,
2019-06-07,egegik,12,2,10,,
2019-06-07,ugashik,2,0,2,,
2019-06-07,nushagak,13,2,11,,
2019-06-07,togiak,4,0,4,,
2019-06-08,naknek_kvichak,3,2,1,,
2019-06-08,egegik,13,2,11,,
2019-06-08,ugashik,2,0,2,,
2019-06-08,nushagak,14,2,12,,
2019-06-08,togiak,4,0,4,,
2019-06-09,naknek_kvichak,3,2,1,,
2019-06-09,egegik,15,3,12,,
2019-06-09,ugashik,3,0,3,,
2019-06-09,nushagak,14,2,12,,
2019-06-09,togiak,4,0,4,,
2019-06-10,naknek_kvichak,3,2,1,,
2019-06-10,egegik,15,3,12,,
2019-06-10,ugashik,4,0,4,,
2019-06-10,nushagak,14,2,12,,
2019-06-10,togiak,4,0,4,,
2019-06-11,naknek_kvichak,3,2,1,,
2019-06-11,egegik,21,5,16,,
2019-06-11,ugashik,5,0,5,,
2019-06-11,nushagak,22,2,20,,
2019-06-11,togiak,5,0,5,,
2019-06-12,naknek_kvichak,3,2,1,,
2019-06-12,egegik,40,9,31,,
2019-06-12,ugashik,5,0,5,,
2019-06-12,nushagak,25,2,23,,
2019-06-12,togiak,5,0,5,,
2019-06-13,naknek_kvichak,4,3,1,,
2019-06-13,egegik,49,11,38,,
2019-06-13,ugashik,5,0,5,,
2019-06-13,nushagak,35,3,32,,
2019-06-13,togiak,5,0,5,,
2019-06-14,naknek_kvichak,7,5,2,,
2019-06-14,egegik,70,15,55,,
2019-06-14,ugashik,5,0,5,,
2019-06-14,nushagak,43,5,38,,
2019-06-14,togiak,5,0,5,,
2019-06-15,naknek_kvichak,8,9,0,,
2019-06-15,egegik,82,16,66,,
2019-06-15,ugashik,7,1,6,,
2019-06-15,nushagak,60,9,51,,
2019-06-15,togiak,5,0,5,,
2019-06-16,naknek_kvichak,8,9,0,,
2019-06-16,egegik,85,17,68,,
2019-06-16,ugashik,7,1,6,,
2019-06-16,nushagak,61,9,52,,
2019-06-16,togiak,5,0,5,,
2019-06-17,naknek_kvichak,10,10,0,,
2019-06-17,egegik,123,26,97,,
2019-06-17,ugashik,7,1,6,,
2019-06-17,nushagak,65,10,55,,
2019-06-17,togiak,6,0,6,,
2019-06-18,naknek_kvichak,19,17,2,,
2019-06-18,egegik,177,40,137,,
2019-06-18,ugashik,11,1,10,,
2019-06-18,nushagak,101,17,84,,
2019-06-18,togiak,7,0,7,,
2019-06-19,naknek_kvichak,21,23,0,,
2019-06-19,egegik,198,46,152,,
2019-06-19,ugashik,11,1,10,,
2019-06-19,nushagak,124,23,101,,
2019-06-19,togiak,9,0,9,,
2019-06-20,naknek_kvichak,24,34,0,,
2019-06-20,egegik,210,44,166,,
2019-06-20,ugashik,12,1,11,,
2019-06-20,nushagak,183,34,149,,
2019-06-20,togiak,13,0,13,,
2019-06-21,naknek_kvichak,30,156,0,,
2019-06-21,egegik,228,46,182,,
2019-06-21,ugashik,12,1,11,,
2019-06-21,nushagak,632,156,476,,
2019-06-21,togiak,14,0,14,,
2019-06-22,naknek_kvichak,31,187,0,,
2019-06-22,egegik,340,75,265,,
2019-06-22,ugashik,13,1,12,,
2019-06-22,nushagak,758,187,571,,
2019-06-22,togiak,14,0,14,,
2019-06-23,naknek_kvichak,32,200,0,,
2019-06-23,egegik,377,85,292,,
2019-06-23,ugashik,16,2,14,,
2019-06-23,nushagak,819,200,619,,
2019-06-23,togiak,17,0,17,,
2019-06-24,naknek_kvichak,120,207,0,,
2019-06-24,egegik,359,77,282,,
2019-06-24,ugashik,17,2,15,,
