date,riverKey,method,isOperational,dailyEscapement,cumulativeEscapement,flags,notes
2019-06-06,nushagak,sonar,true,270,270,,sonar_sockeye_only
2019-06-07,nushagak,sonar,true,543,813,,sonar_sockeye_only
2019-06-08,nushagak,sonar,true,323,1136,,sonar_sockeye_only
2019-06-09,nushagak,sonar,true,490,1626,,sonar_sockeye_only
2019-06-10,nushagak,sonar,true,794,2420,,sonar_sockeye_only
2019-06-11,nushagak,sonar,true,746,3166,,sonar_sockeye_only
2019-06-12,nushagak,sonar,true,805,3971,,sonar_sockeye_only
2019-06-13,nushagak,sonar,true,1138,5109,,sonar_sockeye_only
2019-06-14,nushagak,sonar,true,1689,6798,,sonar_sockeye_only
2019-06-15,nushagak,sonar,true,2978,9776,,sonar_sockeye_only
2019-06-16,nushagak,sonar,true,4463,14239,,sonar_sockeye_only
2019-06-17,alagnak,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-17,egegik,tower,true,78,78,,eastside_page_42
2019-06-17,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_60
2019-06-17,kvichak,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-17,naknek,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-17,nushagak,sonar,true,6460,20699,,sonar_sockeye_only
2019-06-17,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_60
2019-06-17,ugashik,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-17,wood,tower,true,4712,4712,,page_60
2019-06-18,alagnak,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-18,egegik,tower,true,4020,4098,,eastside_page_42
2019-06-18,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_60
2019-06-18,kvichak,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-18,naknek,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-18,nushagak,sonar,true,5366,26065,,sonar_sockeye_only
2019-06-18,togiak,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_60
2019-06-18,ugashik,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-18,wood,tower,true,10552,15264,,page_60
2019-06-19,alagnak,tower,false,,,missing_daily_or_cum_hard,eastside_page_42
2019-06-19,egegik,tower,true,11148,15246,,eastside_page_42
2019-06-19,igushik,tower,false,,,missing_daily_or_cum_hard|prestart_untrusted_alignment,page_60
