date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2023-06-16,ugashik,10,1,9,,
2023-06-16,nushagak,9,1,8,,
2023-06-16,togiak,9,0,9,,
2023-06-17,naknek-kvichak,25,2,23,,
2023-06-17,egegik,117,23,94,,
2023-06-17,ugashik,13,4,9,,
2023-06-17,nushagak,11,1,10,,
2023-06-17,togiak,9,0,9,,
2023-06-18,naknek-kvichak,25,1,24,,
2023-06-18,egegik,124,22,102,,
2023-06-18,ugashik,15,5,10,,
2023-06-18,nushagak,15,2,13,,
2023-06-18,togiak,9,0,9,,
2023-06-19,naknek-kvichak,32,2,30,,
2023-06-19,egegik,174,36,138,,
2023-06-19,ugashik,21,7,14,,
2023-06-19,nushagak,17,2,15,,
2023-06-19,togiak,9,0,9,,
2023-06-20,naknek-kvichak,58,7,51,,
2023-06-20,egegik,291,79,212,,
2023-06-20,ugashik,54,16,38,,
2023-06-20,nushagak,19,2,17,,
2023-06-20,togiak,9,0,9,,
2023-06-21,naknek-kvichak,80,11,69,,
2023-06-21,egegik,318,89,229,,
2023-06-21,ugashik,72,19,53,,
2023-06-21,nushagak,24,3,21,,
2023-06-21,togiak,10,0,10,,
2023-06-22,naknek-kvichak,108,15,93,,
2023-06-22,egegik,408,112,296,,
2023-06-22,ugashik,96,26,70,,
2023-06-22,nushagak,31,4,27,,
2023-06-22,togiak,10,0,10,,
2023-06-23,naknek-kvichak,114,14,100,,
2023-06-23,egegik,466,116,350,,
2023-06-23,ugashik,51,12,39,,
2023-06-23,nushagak,63,8,55,,
2023-06-23,togiak,11,0,11,,
2023-06-24,naknek-kvichak,129,13,116,,
2023-06-24,egegik,430,102,328,,
2023-06-24,ugashik,45,10,35,,
2023-06-24,nushagak,171,39,132,,
2023-06-24,togiak,14,0,14,,
2023-06-25,naknek-kvichak,141,15,126,,
2023-06-25,egegik,412,97,315,,
2023-06-25,ugashik,46,9,37,,
2023-06-25,nushagak,296,75,221,,
2023-06-25,togiak,14,0,14,,
2023-06-26,naknek-kvichak,147,15,132,,
2023-06-26,egegik,445,106,339,,
2023-06-26,ugashik,48,10,38,,
2023-06-26,nushagak,690,201,489,,
2023-06-26,togiak,14,0,14,,
2023-06-27,naknek-kvichak,233,35,198,,
2023-06-27,egegik,444,107,337,,
2023-06-27,ugashik,59,13,46,,
2023-06-27,nushagak,758,222,536,,
2023-06-27,togiak,17,0,17,,
2023-06-28,naknek-kvichak,250,37,213,,
2023-06-28,egegik,428,105,323,,
2023-06-28,ugashik,60,13,47,,
2023-06-28,nushagak,749,215,534,,
2023-06-28,togiak,18,0,18,,
2023-06-29,naknek-kvichak,303,46,257,,
2023-06-29,egegik,423,103,320,,
2023-06-29,ugashik,56,11,45,,
2023-06-29,nushagak,741,211,530,,
2023-06-29,togiak,18,0,18,,
2023-06-30,naknek-kvichak,348,60,288,,
2023-06-30,egegik,421,104,317,,
2023-06-30,ugashik,63,12,51,,
2023-06-30,nushagak,733,206,527,,
2023-06-30,togiak,18,0,18,,
2023-07-01,naknek-kvichak,385,70,315,,
2023-07-01,egegik,422,105,317,,
2023-07-01,ugashik,62,12,50,,
2023-07-01,nushagak,730,206,524,,
2023-07-01,togiak,18,0,18,,
2023-07-02,naknek-kvichak,418,79,339,,
2023-07-02,egegik,424,105,319,,
2023-07-02,ugashik,58,11,47,,
2023-07-02,nushagak,716,205,511,,
2023-07-02,togiak,21,0,21,,
2023-07-03,naknek-kvichak,430,82,348,,
2023-07-03,egegik,419,103,316,,
2023-07-03,ugashik,59,12,47,,
2023-07-03,nushagak,672,185,487,,
2023-07-03,togiak,21,0,21,,
2023-07-04,naknek-kvichak,440,86,354,,
2023-07-04,egegik,435,104,331,,
2023-07-04,ugashik,61,12,49,,
2023-07-04,nushagak,582,149,433,,
2023-07-04,togiak,22,0,22,,
2023-07-05,naknek-kvichak,492,108,384,,
2023-07-05,egegik,432,105,327,,
2023-07-05,ugashik,61,12,49,,
2023-07-05,nushagak,552,139,413,,
2023-07-05,togiak,22,0,22,,
2023-07-06,naknek-kvichak,581,142,439,,
2023-07-06,egegik,427,103,324,,
2023-07-06,ugashik,64,13,51,,
2023-07-06,nushagak,505,123,382,,
2023-07-06,togiak,22,0,22,,
2023-07-07,naknek-kvichak,611,151,460,,
2023-07-07,egegik,424,103,321,,
2023-07-07,ugashik,67,14,53,,
2023-07-07,nushagak,454,113,341,,
2023-07-07,togiak,23,0,23,,
2023-07-08,naknek-kvichak,615,153,462,,
2023-07-08,egegik,401,98,303,,
2023-07-08,ugashik,97,25,72,,
2023-07-08,nushagak,415,102,313,,
2023-07-08,togiak,23,0,23,,
2023-07-09,naknek-kvichak,632,159,473,,
2023-07-09,egegik,389,92,297,,
2023-07-09,ugashik,109,27,82,,
2023-07-09,nushagak,350,91,259,,
2023-07-09,togiak,23,0,23,,
2023-07-10,naknek-kvichak,660,162,498,,
2023-07-10,egegik,391,94,297,,
2023-07-10,ugashik,151,41,110,,
2023-07-10,nushagak,331,84,247,,
2023-07-10,togiak,23,0,23,,
2023-07-11,naknek-kvichak,674,164,510,,
2023-07-11,egegik,396,95,301,,
2023-07-11,ugashik,224,56,168,,
2023-07-11,nushagak,327,84,243,,
2023-07-11,togiak,23,0,23,,
2023-07-12,naknek-kvichak,691,169,522,,
2023-07-12,egegik,387,93,294,,
2023-07-12,ugashik,233,60,173,,
2023-07-12,nushagak,330,86,244,,
2023-07-12,togiak,24,0,24,,
2023-07-13,naknek-kvichak,696,169,527,,
2023-07-13,egegik,387,93,294,,
2023-07-13,ugashik,232,59,173,,
2023-07-13,nushagak,294,71,223,,
2023-07-13,togiak,24,0,24,,
2023-07-14,naknek-kvichak,704,170,534,,
2023-07-14,egegik,384,90,294,,
2023-07-14,ugashik,231,59,172,,
2023-07-14,nushagak,337,89,248,,
2023-07-14,togiak,24,0,24,,
2023-07-15,naknek-kvichak,710,171,539,,
2023-07-15,egegik,387,92,295,,
2023-07-15,ugashik,233,60,173,,
2023-07-15,nushagak,338,89,249,,
2023-07-15,togiak,24,0,24,,
2023-07-16,naknek-kvichak,713,171,542,,
2023-07-16,egegik,384,92,292,,
2023-07-16,ugashik,231,60,171,,
2023-07-16,nushagak,339,89,250,,
2023-07-16,togiak,24,0,24,,
