date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2023-08-20,egegik,9,9,0,0,0,0,0,0,0,0,
2023-08-21,egegik,15,15,2,1,1478,0,4,0,486,1968,
2023-08-22,egegik,24,24,1,3,691,0,7,0,561,1259,
2023-08-23,egegik,24,24,1,1,0,0,0,0,0,0,
2023-08-24,egegik,24,24,2,1,564,0,18,0,573,1155,
2023-08-25,egegik,24,24,0,0,0,0,0,0,0,0,
2023-08-26,egegik,24,24,0,0,0,0,0,0,0,0,
2023-08-27,egegik,9,9,0,0,0,0,0,0,0,0,
2023-08-28,egegik,15,15,2,2,312,0,6,0,413,731,
2023-08-29,egegik,24,24,1,3,489,0,2,0,551,1042,
