date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2022-06-01,naknek_kvichak,0,0,0,,
2022-06-01,egegik,0,0,0,,
2022-06-01,ugashik,0,0,0,,
2022-06-01,nushagak,0,0,0,,
2022-06-01,togiak,0,0,0,,
2022-06-02,naknek_kvichak,1,0,1,,
2022-06-02,egegik,14,2,12,,
2022-06-02,ugashik,0,0,0,,
2022-06-02,nushagak,2,0,2,,
2022-06-02,togiak,3,0,3,,
2022-06-03,naknek_kvichak,1,0,1,,
2022-06-03,egegik,20,2,18,,
2022-06-03,ugashik,0,0,0,,
2022-06-03,nushagak,2,0,2,,
2022-06-03,togiak,3,0,3,,
2022-06-04,naknek_kvichak,2,0,2,,
2022-06-04,egegik,21,2,19,,
2022-06-04,ugashik,0,0,0,,
2022-06-04,nushagak,3,0,3,,
2022-06-04,togiak,3,0,3,,
2022-06-05,naknek_kvichak,2,0,2,,
2022-06-05,egegik,21,2,19,,
2022-06-05,ugashik,0,0,0,,
2022-06-05,nushagak,3,0,3,,
2022-06-05,togiak,3,0,3,,
2022-06-06,naknek_kvichak,2,0,2,,
2022-06-06,egegik,21,2,19,,
2022-06-06,ugashik,0,0,0,,
2022-06-06,nushagak,3,0,3,,
2022-06-06,togiak,3,0,3,,
2022-06-07,naknek_kvichak,3,0,3,,
2022-06-07,egegik,22,2,20,,
2022-06-07,ugashik,0,0,0,,
2022-06-07,nushagak,7,4,3,,
2022-06-07,togiak,3,0,3,,
2022-06-08,naknek_kvichak,3,0,3,,
2022-06-08,egegik,22,2,20,,
2022-06-08,ugashik,0,0,0,,
2022-06-08,nushagak,7,4,3,,
2022-06-08,togiak,3,0,3,,
2022-06-09,naknek_kvichak,3,0,3,,
2022-06-09,egegik,27,4,23,,
2022-06-09,ugashik,0,0,0,,
2022-06-09,nushagak,7,4,3,,
2022-06-09,togiak,4,0,4,,
2022-06-10,naknek_kvichak,5,0,5,,
2022-06-10,egegik,32,4,28,,
2022-06-10,ugashik,1,0,1,,
2022-06-10,nushagak,10,6,4,,
2022-06-10,togiak,5,0,5,,
2022-06-11,naknek_kvichak,7,0,7,,
2022-06-11,egegik,37,6,31,,
2022-06-11,ugashik,2,0,2,,
2022-06-11,nushagak,10,6,4,,
2022-06-11,togiak,6,0,6,,
2022-06-12,naknek_kvichak,11,0,11,,
2022-06-12,egegik,40,6,34,,
2022-06-12,ugashik,2,0,2,,
2022-06-12,nushagak,10,6,4,,
2022-06-12,togiak,6,0,6,,
2022-06-13,naknek_kvichak,11,0,11,,
2022-06-13,egegik,46,10,36,,
2022-06-13,ugashik,5,0,5,,
2022-06-13,nushagak,11,6,5,,
2022-06-13,togiak,6,0,6,,
2022-06-14,naknek_kvichak,13,2,11,,
2022-06-14,egegik,61,14,47,,
2022-06-14,ugashik,7,2,5,,
2022-06-14,nushagak,16,6,10,,
2022-06-14,togiak,8,0,8,,
2022-06-15,naknek_kvichak,13,2,11,,
2022-06-15,egegik,78,18,60,,
2022-06-15,ugashik,10,4,6,,
2022-06-15,nushagak,22,6,16,,
2022-06-15,togiak,11,0,11,,
2022-06-16,naknek_kvichak,13,2,11,,
2022-06-16,egegik,116,38,78,,
2022-06-16,ugashik,10,4,6,,
2022-06-16,nushagak,27,6,21,,
2022-06-16,togiak,13,0,13,,
2022-06-17,naknek_kvichak,18,2,16,,
2022-06-17,egegik,181,80,101,,
2022-06-17,ugashik,11,4,7,,
2022-06-17,nushagak,37,8,29,,
2022-06-17,togiak,14,0,14,,
2022-06-18,naknek_kvichak,20,2,18,,
2022-06-18,egegik,173,72,101,,
2022-06-18,ugashik,12,4,8,,
2022-06-18,nushagak,68,26,42,,
2022-06-18,togiak,14,0,14,,
2022-06-19,naknek_kvichak,19,2,17,,
2022-06-19,egegik,209,90,119,,
2022-06-19,ugashik,13,4,9,,
2022-06-19,nushagak,95,30,65,,
2022-06-19,togiak,15,0,15,,
2022-06-20,naknek_kvichak,28,6,22,,
2022-06-20,egegik,233,104,129,,
2022-06-20,ugashik,15,4,11,,
2022-06-20,nushagak,258,114,144,,
2022-06-20,togiak,16,0,16,,
2022-06-21,naknek_kvichak,33,6,27,,
2022-06-21,egegik,246,104,142,,
2022-06-21,ugashik,23,10,13,,
2022-06-21,nushagak,381,170,211,,
2022-06-21,togiak,17,0,17,,
2022-06-22,naknek_kvichak,39,6,33,,
2022-06-22,egegik,280,120,160,,
2022-06-22,ugashik,25,12,13,,
2022-06-22,nushagak,495,230,265,,
2022-06-22,togiak,18,0,18,,
2022-06-23,naknek_kvichak,100,26,74,,
2022-06-23,egegik,314,136,178,,
2022-06-23,ugashik,33,12,21,,
2022-06-23,nushagak,796,416,380,,
2022-06-23,togiak,19,0,19,,
2022-06-24,naknek_kvichak,133,34,99,,
2022-06-24,egegik,335,140,195,,
2022-06-24,ugashik,32,12,20,,
2022-06-24,nushagak,946,510,436,,
2022-06-24,togiak,21,0,21,,
2022-06-25,naknek_kvichak,168,48,120,,
2022-06-25,egegik,335,140,195,,
2022-06-25,ugashik,38,14,24,,
2022-06-25,nushagak,984,518,466,,
2022-06-25,togiak,25,0,25,,
2022-06-26,naknek_kvichak,197,52,145,,
2022-06-26,egegik,343,142,201,,
2022-06-26,ugashik,39,14,25,,
2022-06-26,nushagak,979,518,461,,
2022-06-26,togiak,26,0,26,,
2022-06-27,naknek_kvichak,218,60,158,,
2022-06-27,egegik,350,150,200,,
2022-06-27,ugashik,43,16,27,,
2022-06-27,nushagak,974,510,464,,
2022-06-27,togiak,26,0,26,,
2022-06-28,naknek_kvichak,247,70,177,,
2022-06-28,egegik,349,150,199,,
2022-06-28,ugashik,47,20,27,,
2022-06-28,nushagak,969,504,465,,
2022-06-28,togiak,27,0,27,,
2022-06-29,naknek_kvichak,264,78,186,,
2022-06-29,egegik,345,146,199,,
2022-06-29,ugashik,55,24,31,,
2022-06-29,nushagak,929,486,443,,
2022-06-29,togiak,27,0,27,,
2022-06-30,naknek_kvichak,271,82,189,,
2022-06-30,egegik,346,148,198,,
2022-06-30,ugashik,66,28,38,,
2022-06-30,nushagak,915,480,435,,
2022-06-30,togiak,28,0,28,,
2022-07-01,naknek_kvichak,283,86,197,,
2022-07-01,egegik,357,148,209,,
2022-07-01,ugashik,100,52,48,,
2022-07-01,nushagak,920,486,434,,
2022-07-01,togiak,29,0,29,,
2022-07-02,naknek_kvichak,296,94,202,,
2022-07-02,egegik,362,154,208,,
2022-07-02,ugashik,104,54,50,,
2022-07-02,nushagak,924,490,434,,
2022-07-02,togiak,30,0,30,,
2022-07-03,naknek_kvichak,299,94,205,,
2022-07-03,egegik,344,150,194,,
2022-07-03,ugashik,115,62,53,,
2022-07-03,nushagak,888,474,414,,
2022-07-03,togiak,30,0,30,,
2022-07-04,naknek_kvichak,294,92,202,,
2022-07-04,egegik,336,150,186,,
2022-07-04,ugashik,118,62,56,,
2022-07-04,nushagak,884,472,412,,
2022-07-04,togiak,30,0,30,,
2022-07-05,naknek_kvichak,312,100,212,,
2022-07-05,egegik,347,150,197,,
2022-07-05,ugashik,145,74,71,,
2022-07-05,nushagak,876,468,408,,
2022-07-05,togiak,32,0,32,,
2022-07-06,naknek_kvichak,312,98,214,,
2022-07-06,egegik,347,150,197,,
2022-07-06,ugashik,162,82,80,,
2022-07-06,nushagak,867,464,403,,
2022-07-06,togiak,34,0,34,,
2022-07-07,naknek_kvichak,320,100,220,,
2022-07-07,egegik,343,148,195,,
2022-07-07,ugashik,165,82,83,,
2022-07-07,nushagak,840,452,388,,
2022-07-07,togiak,34,0,34,,
2022-07-08,naknek_kvichak,322,102,220,,
2022-07-08,egegik,335,146,189,,
2022-07-08,ugashik,171,84,87,,
2022-07-08,nushagak,778,416,362,,
2022-07-08,togiak,35,0,35,,
2022-07-09,naknek_kvichak,331,102,229,,
2022-07-09,egegik,316,138,178,,
2022-07-09,ugashik,192,96,96,,
2022-07-09,nushagak,762,404,358,,
2022-07-09,togiak,36,0,36,,
2022-07-10,naknek_kvichak,389,136,253,,
2022-07-10,egegik,277,124,153,,
2022-07-10,ugashik,206,102,104,,
2022-07-10,nushagak,710,376,334,,
2022-07-10,togiak,37,0,37,,
2022-07-11,naknek_kvichak,428,160,268,,
2022-07-11,egegik,271,122,149,,
2022-07-11,ugashik,207,102,105,,
2022-07-11,nushagak,622,322,300,,
2022-07-11,togiak,37,0,37,,
2022-07-12,naknek_kvichak,489,194,295,,
2022-07-12,egegik,269,122,147,,
2022-07-12,ugashik,241,112,129,,
2022-07-12,nushagak,541,300,241,,
2022-07-12,togiak,37,0,37,,
2022-07-13,naknek_kvichak,547,222,325,,
2022-07-13,egegik,274,128,146,,
2022-07-13,ugashik,265,132,133,,
2022-07-13,nushagak,495,270,225,,
2022-07-13,togiak,37,0,37,,
2022-07-14,naknek_kvichak,609,242,367,,
2022-07-14,egegik,281,132,149,,
2022-07-14,ugashik,320,160,160,,
2022-07-14,nushagak,453,244,209,,
2022-07-14,togiak,38,0,38,,
