date,districtKey,driftOpenHours,setOpenHours,driftDeliveries,setDeliveries,sockeyeDaily,chinookDaily,chumDaily,pinkDaily,cohoDaily,totalDaily,notes
2024-06-24,togiak,24,24,6,21,1598,6,328,0,0,1932,
2024-06-25,togiak,24,24,5,23,1023,18,197,1,0,1239,
2024-06-26,togiak,24,24,5,3,57,0,3,0,0,60,
2024-06-27,togiak,24,24,5,16,1487,30,165,1,0,1683,
2024-06-28,togiak,24,24,5,7,673,3,407,0,0,1083,
2024-07-01,togiak,24,24,21,35,5212,74,1171,3,0,6460,
2024-07-02,togiak,24,24,22,57,5383,76,1441,4,0,6904,
2024-07-03,togiak,24,24,28,54,6202,90,2407,7,0,8706,
2024-07-04,togiak,24,24,15,51,4773,40,1426,3,0,6242,
2024-07-05,togiak,24,24,16,45,6762,33,1471,4,0,8270,
2024-07-06,togiak,24,24,14,61,8249,21,1338,7,0,9615,
2024-07-07,togiak,24,24,5,45,7414,19,566,6,0,8005,
2024-07-08,togiak,24,24,25,80,12277,48,2375,36,0,14736,
2024-07-09,togiak,24,24,27,66,10081,69,2345,12,0,12507,
2024-07-10,togiak,24,24,14,56,8041,36,1037,12,0,9126,
2024-07-11,togiak,24,24,29,47,12428,39,1275,8,0,13750,
2024-07-12,togiak,24,24,4,33,5008,1,272,2,0,5283,
2024-07-13,togiak,24,24,32,76,14108,17,1215,15,0,15355,
2024-07-14,togiak,24,24,11,60,10225,7,1316,25,0,11573,
2024-07-15,togiak,24,24,28,91,24499,12,2310,42,0,26863,
2024-07-16,togiak,24,24,53,109,31535,26,2859,38,0,34458,
2024-07-17,togiak,24,24,36,105,29167,28,1898,671,0,31764,
2024-07-18,togiak,24,24,29,82,19890,27,1814,52,0,21783,
2024-07-19,togiak,24,24,37,85,22961,15,2203,89,0,25268,
2024-07-20,togiak,24,24,25,88,18147,11,1176,61,0,19395,
2024-07-21,togiak,24,24,11,32,10654,1,591,19,0,11265,
2024-07-22,togiak,24,24,28,82,17310,5,757,93,0,18165,
2024-07-23,togiak,24,24,49,114,26016,9,2083,271,24,28403,
2024-07-24,togiak,24,24,33,91,18907,2,1288,241,0,20438,
2024-07-25,togiak,24,24,47,81,20748,1,1813,757,16,23335,
2024-07-26,togiak,24,24,32,82,19293,2,1062,1271,67,21695,
2024-07-27,togiak,24,24,39,70,17789,2,907,907,56,19661,
2024-07-28,togiak,24,24,8,11,4039,0,161,119,0,4319,
2024-07-29,togiak,24,24,17,1,8617,0,541,1071,0,10229,
2024-07-30,togiak,24,24,35,42,17625,2,1143,2807,0,21577,
2024-07-31,togiak,24,24,85,53,36531,0,1565,5530,3,43629,
2024-08-01,togiak,24,24,53,65,25491,1,1027,4196,3,30718,
2024-08-02,togiak,24,24,29,56,18886,0,509,2693,30,22118,
2024-08-03,togiak,24,24,44,46,19027,2,514,3798,57,23398,
2024-08-04,togiak,24,24,1,4,1170,0,8,117,0,1295,
2024-08-05,togiak,24,24,30,21,10446,0,235,1836,29,12546,
2024-08-06,togiak,24,24,42,40,14719,0,214,2744,104,17781,
2024-08-07,togiak,24,24,12,56,6201,0,179,1272,66,7718,
2024-08-08,togiak,24,24,3,46,4907,0,82,680,66,5735,
2024-08-09,togiak,24,24,7,19,3496,0,55,439,72,4062,
2024-08-10,togiak,24,24,3,43,2741,2,111,1,39,2894,
2024-08-11,togiak,24,24,0,28,2081,0,46,3,19,2149,
2024-08-12,togiak,24,24,12,11,2374,0,25,281,60,2740,
2024-08-13,togiak,24,24,7,24,2124,0,61,280,99,2564,
2024-08-14,togiak,24,24,0,15,759,0,14,49,34,856,
